name,url,year_drafted,pick,year_1_av,year_2_av,year_3_av,year_4_av,year_5_av
Bradley Roby,https://www.pro-football-reference.com/players/R/RobyBr00.htm,2014,31,2,3,3,3,6
Teddy Bridgewater,https://www.pro-football-reference.com/players/B/BridTe00.htm,2014,32,9,14,NaN,0,0
Xavier Su'a-Filo,https://www.pro-football-reference.com/players/S/Sua-Xa00.htm,2014,33,1,4,6,7,3
DeMarcus Lawrence,https://www.pro-football-reference.com/players/L/LawrDe00.htm,2014,34,1,7,2,14,11
Joel Bitonio,https://www.pro-football-reference.com/players/B/BitoJo00.htm,2014,35,6,4,2,6,11
Derek Carr,https://www.pro-football-reference.com/players/C/CarrDe02.htm,2014,36,5,13,12,10,11
Ra'Shede Hageman,https://www.pro-football-reference.com/players/H/HageRa00.htm,2014,37,1,5,2,NaN,NaN
Austin Seferian-Jenkins,https://www.pro-football-reference.com/players/S/SefeAu00.htm,2014,38,2,3,0.666666667,3,1
Marqise Lee,https://www.pro-football-reference.com/players/L/LeexMa00.htm,2014,39,3,2,7,6,NaN
Kyle Van Noy,https://www.pro-football-reference.com/players/V/VanNKy00.htm,2014,40,1,1,3.333333333,7,10
Lamarcus Joyner,https://www.pro-football-reference.com/players/J/JoynLa00.htm,2014,41,1,3,3,5,5
Jordan Matthews,https://www.pro-football-reference.com/players/M/MattJo00.htm,2014,42,6,7,7,3,2
Weston Richburg,https://www.pro-football-reference.com/players/R/RichWe00.htm,2014,43,8,8,6,1,6
Cyrus Kouandjio,https://www.pro-football-reference.com/players/K/KouaCy00.htm,2014,44,0,2,3,1,0
Paul Richardson,https://www.pro-football-reference.com/players/R/RichPa01.htm,2014,45,3,0,2,6,2
Stephon Tuitt,https://www.pro-football-reference.com/players/T/TuitSt00.htm,2014,46,3,8,7,6,7
Trent Murphy,https://www.pro-football-reference.com/players/M/MurpTr00.htm,2014,47,4,7,2,NaN,6
Timmy Jernigan,https://www.pro-football-reference.com/players/J/JernTi00.htm,2014,48,3,4,8,7,1
Jace Amaro,https://www.pro-football-reference.com/players/A/AmarJa00.htm,2014,49,3,NaN,1,NaN,NaN
Jeremiah Attaochu,https://www.pro-football-reference.com/players/A/AttaJe00.htm,2014,50,1,6,1,0,1
Ego Ferguson,https://www.pro-football-reference.com/players/F/FergEg00.htm,2014,51,1,1,NaN,NaN,NaN
Troy Niklas,https://www.pro-football-reference.com/players/N/NiklTr00.htm,2014,52,0,0,0,1,NaN
Davante Adams,https://www.pro-football-reference.com/players/A/AdamDa01.htm,2014,53,5,4,10,8,10
Bishop Sankey,https://www.pro-football-reference.com/players/S/SankBi00.htm,2014,54,4,2,NaN,NaN,NaN
Jeremy Hill,https://www.pro-football-reference.com/players/H/HillJe01.htm,2014,55,10,6,5,1,0
Cody Latimer,https://www.pro-football-reference.com/players/L/LatiCo00.htm,2014,56,0,0,1,2,1
Carlos Hyde,https://www.pro-football-reference.com/players/H/HydeCa00.htm,2014,57,2,3,7,8,2
Stanley Jean-Baptiste,https://www.pro-football-reference.com/players/J/JeanSt00.htm,2014,58,0,NaN,NaN,0,NaN
Jack Mewhort,https://www.pro-football-reference.com/players/M/MewhJa00.htm,2014,59,8,7,6,2,NaN
Kony Ealy,https://www.pro-football-reference.com/players/E/EalyKo00.htm,2014,60,1,5,4,3,0
Allen Robinson,https://www.pro-football-reference.com/players/R/RobiAl02.htm,2014,61,3,11,6,0,7
Jimmy Garoppolo,https://www.pro-football-reference.com/players/G/GaroJi00.htm,2014,62,1,0,2,5,2
Jarvis Landry,https://www.pro-football-reference.com/players/L/LandJa00.htm,2014,63,7,9,10,7,8
Justin Britt,https://www.pro-football-reference.com/players/B/BritJu00.htm,2014,64,9,9,7,7,8
C.J. Fiedorowicz,https://www.pro-football-reference.com/players/F/FiedC.00.htm,2014,65,0,1,4,1,NaN
Morgan Moses,https://www.pro-football-reference.com/players/M/MoseMo00.htm,2014,66,1,8,9,8,7
Billy Turner,https://www.pro-football-reference.com/players/T/TurnBi00.htm,2014,67,0,5,0.75,0,5
Dezmen Southward,https://www.pro-football-reference.com/players/S/SoutDe00.htm,2014,68,1,0,NaN,0,NaN
Charles Sims,https://www.pro-football-reference.com/players/S/SimsCh00.htm,2014,69,2,8,2,2,NaN
Marcus Martin,https://www.pro-football-reference.com/players/M/MartMa01.htm,2014,70,4,6,1,NaN,NaN
Christian Kirksey,https://www.pro-football-reference.com/players/K/KirkCh00.htm,2014,71,5,3,7,7,4
Scott Crichton,https://www.pro-football-reference.com/players/C/CricSc00.htm,2014,72,1,1,NaN,NaN,NaN
Preston Brown,https://www.pro-football-reference.com/players/B/BrowPr00.htm,2014,73,9,9,7,6,3
Jay Bromley,https://www.pro-football-reference.com/players/B/BromJa00.htm,2014,74,1,2,1,1,0
Tre Mason,https://www.pro-football-reference.com/players/M/MasoTr00.htm,2014,75,6,2,NaN,NaN,NaN
Travis Swanson,https://www.pro-football-reference.com/players/S/SwanTr00.htm,2014,76,3,7,6,5,4
Chris Borland,https://www.pro-football-reference.com/players/B/BorlCh00.htm,2014,77,6,NaN,NaN,NaN,NaN
Spencer Long,https://www.pro-football-reference.com/players/L/LongSp00.htm,2014,78,0,7,7,3,5
Terrence Brooks,https://www.pro-football-reference.com/players/B/BrooTe00.htm,2014,79,1,1,1,2,1
Dexter McDougle,https://www.pro-football-reference.com/players/M/McDoDe00.htm,2014,80,NaN,1,0,0.666666667,0
Gabe Jackson,https://www.pro-football-reference.com/players/J/JackGa00.htm,2014,81,4,7,7,7,5
Will Sutton,https://www.pro-football-reference.com/players/S/SuttWi00.htm,2014,82,2,4,2,NaN,NaN
Louis Nix,https://www.pro-football-reference.com/players/N/NixILo00.htm,2014,83,NaN,0,NaN,NaN,NaN
Kareem Martin,https://www.pro-football-reference.com/players/M/MartKa00.htm,2014,84,2,2,1,5,3
Khyri Thornton,https://www.pro-football-reference.com/players/T/ThorKh00.htm,2014,85,NaN,0,3,0,NaN
Josh Huff,https://www.pro-football-reference.com/players/H/HuffJo00.htm,2014,86,2,2,1.333333333,NaN,NaN
Phillip Gaines,https://www.pro-football-reference.com/players/G/GainPh00.htm,2014,87,2,1,2,2,1.333333333
Will Clarke,https://www.pro-football-reference.com/players/C/ClarWi00.htm,2014,88,1,1,2,2,0
Chris Watt,https://www.pro-football-reference.com/players/W/WattCh00.htm,2014,89,3,2,NaN,NaN,NaN
Donte Moncrief,https://www.pro-football-reference.com/players/M/MoncDo00.htm,2014,90,4,6,3,3,4
John Brown,https://www.pro-football-reference.com/players/B/BrowJo02.htm,2014,91,5,10,4,2,6
Trai Turner,https://www.pro-football-reference.com/players/T/TurnTr01.htm,2014,92,4,10,8,8,9
Brandon Linder,https://www.pro-football-reference.com/players/L/LindBr00.htm,2014,93,5,1,6,7,3
Terrance West,https://www.pro-football-reference.com/players/W/WestTe00.htm,2014,94,3,0.666666667,6,1,NaN
Michael Schofield,https://www.pro-football-reference.com/players/S/SchoMi00.htm,2014,95,NaN,6,6,3,9
Jerick McKinnon,https://www.pro-football-reference.com/players/M/McKiJe00.htm,2014,96,4,4,6,8,NaN
Dri Archer,https://www.pro-football-reference.com/players/A/ArchDr00.htm,2014,97,0,0,NaN,NaN,NaN
Richard Rodgers,https://www.pro-football-reference.com/players/R/RodgRi00.htm,2014,98,3,5,3,1,0
Crockett Gillmore,https://www.pro-football-reference.com/players/G/GillCr00.htm,2014,99,1,3,0,NaN,NaN
Brandon Thomas,https://www.pro-football-reference.com/players/T/ThomBr02.htm,2014,100,NaN,NaN,NaN,NaN,NaN
Jaylen Watkins,https://www.pro-football-reference.com/players/W/WatkJa01.htm,2014,101,0,0,2,1,NaN
Bashaud Breeland,https://www.pro-football-reference.com/players/B/BreeBa00.htm,2014,102,6,6,5,5,3
Devonta Freeman,https://www.pro-football-reference.com/players/F/FreeDe00.htm,2014,103,4,12,15,9,1
Jalen Saunders,https://www.pro-football-reference.com/players/S/SaunJa00.htm,2014,104,0,NaN,NaN,NaN,NaN
Bryan Stork,https://www.pro-football-reference.com/players/S/StorBr00.htm,2014,105,7,4,NaN,NaN,NaN
Bruce Ellington,https://www.pro-football-reference.com/players/E/ElliBr00.htm,2014,106,1,1,NaN,3,1.333333333
Justin Ellis,https://www.pro-football-reference.com/players/E/ElliJu01.htm,2014,107,6,4,3,6,1
Cassius Marsh,https://www.pro-football-reference.com/players/M/MarsCa00.htm,2014,108,0,2,3,2,3
Ross Cockrell,https://www.pro-football-reference.com/players/C/CockRo00.htm,2014,109,0,4,7,4,NaN
Maurice Alexander,https://www.pro-football-reference.com/players/A/AlexMa00.htm,2014,110,1,3,5,1,1
Russell Bodine,https://www.pro-football-reference.com/players/B/BodiRu00.htm,2014,111,8,9,7,6,3
DaQuan Jones,https://www.pro-football-reference.com/players/J/JoneDa04.htm,2014,112,1,6,8,5,8
Andre Williams,https://www.pro-football-reference.com/players/W/WillAn00.htm,2014,113,4,2,1,0,NaN
Aaron Colvin,https://www.pro-football-reference.com/players/C/ColvAa00.htm,2014,114,1,5,2,6,2
Shaquelle Evans,https://www.pro-football-reference.com/players/E/EvanSh00.htm,2014,115,NaN,NaN,NaN,NaN,NaN
Keith McGill,https://www.pro-football-reference.com/players/M/McGiKe00.htm,2014,116,1,1,1,1,NaN
Ka'Deem Carey,https://www.pro-football-reference.com/players/C/CareKa00.htm,2014,117,1,1,1,NaN,NaN
Martavis Bryant,https://www.pro-football-reference.com/players/B/BryaMa00.htm,2014,118,5,7,NaN,6,2
Anthony Hitchens,https://www.pro-football-reference.com/players/H/HitcAn00.htm,2014,119,6,5,7,6,6
Logan Thomas,https://www.pro-football-reference.com/players/T/ThomLo00.htm,2014,120,0,NaN,NaN,1,1
Carl Bradford,https://www.pro-football-reference.com/players/B/BradCa01.htm,2014,121,NaN,NaN,0,NaN,NaN
Marqueston Huff,https://www.pro-football-reference.com/players/H/HuffMa00.htm,2014,122,2,1,1,NaN,NaN
Kevin Norwood,https://www.pro-football-reference.com/players/N/NorwKe00.htm,2014,123,1,0,NaN,NaN,NaN
De'Anthony Thomas,https://www.pro-football-reference.com/players/T/ThomDe05.htm,2014,124,3,2,1,1,0
Walt Aikens,https://www.pro-football-reference.com/players/A/AikeWa00.htm,2014,125,1,2,1,1,1
Khairi Fortt,https://www.pro-football-reference.com/players/F/FortKh00.htm,2014,126,0,NaN,NaN,NaN,NaN
Pierre Desir,https://www.pro-football-reference.com/players/D/DesiPi00.htm,2014,127,1,2,0,2,5
Tre Boston,https://www.pro-football-reference.com/players/B/BostTr00.htm,2014,128,3,1,5,7,5
Dontae Johnson,https://www.pro-football-reference.com/players/J/JohnDo02.htm,2014,129,3,2,1,6,0
James White,https://www.pro-football-reference.com/players/W/WhitJa02.htm,2014,130,1,5,7,7,10
Brock Vereen,https://www.pro-football-reference.com/players/V/VereBr00.htm,2014,131,2,0,NaN,NaN,NaN
Kevin Pierre-Louis,https://www.pro-football-reference.com/players/P/PierKe00.htm,2014,132,1,2,1,2,1
Nevin Lawson,https://www.pro-football-reference.com/players/L/LawsNe00.htm,2014,133,0,3,5,5,5
Brent Urban,https://www.pro-football-reference.com/players/U/UrbaBr00.htm,2014,134,NaN,1,2,1,9
Tom Savage,https://www.pro-football-reference.com/players/S/SavaTo00.htm,2014,135,0,NaN,1,2,NaN
Larry Webster,https://www.pro-football-reference.com/players/W/WebsLa00.htm,2014,136,NaN,NaN,0,NaN,NaN
Dakota Dozier,https://www.pro-football-reference.com/players/D/DoziDa00.htm,2014,137,NaN,0,1,2,1
Lorenzo Taliaferro,https://www.pro-football-reference.com/players/T/TaliLo00.htm,2014,138,3,0,0,NaN,NaN
Prince Shembo,https://www.pro-football-reference.com/players/S/ShemPr00.htm,2014,139,2,NaN,NaN,NaN,NaN
Cameron Fleming,https://www.pro-football-reference.com/players/F/FlemCa00.htm,2014,140,2,5,4,4,2
Taylor Hart,https://www.pro-football-reference.com/players/H/HartTa00.htm,2014,141,NaN,1,0,NaN,NaN
Ryan Grant,https://www.pro-football-reference.com/players/G/GranRy01.htm,2014,142,0,2,1,4,3
Kadeem Edwards,https://www.pro-football-reference.com/players/E/EdwaKa00.htm,2014,143,NaN,NaN,NaN,NaN,NaN
Telvin Smith,https://www.pro-football-reference.com/players/S/SmitTe01.htm,2014,144,6,7,9,14,10
David Yankey,https://www.pro-football-reference.com/players/Y/YankDa00.htm,2014,145,NaN,NaN,0,NaN,NaN
Devin Street,https://www.pro-football-reference.com/players/S/StreDe00.htm,2014,146,0,1,0,NaN,NaN
Ricardo Allen,https://www.pro-football-reference.com/players/A/AlleRi00.htm,2014,147,NaN,6,5,6,1
Bene Benwikere,https://www.pro-football-reference.com/players/B/BenwBe00.htm,2014,148,3,2,2,1,2
Kevin Pamphile,https://www.pro-football-reference.com/players/P/PampKe00.htm,2014,149,1,2,6,7,1
Aaron Lynch,https://www.pro-football-reference.com/players/L/LyncAa00.htm,2014,150,3,5,1,1,3
Avery Williamson,https://www.pro-football-reference.com/players/W/WillAv00.htm,2014,151,6,7,9,7,9
Nat Berhe,https://www.pro-football-reference.com/players/B/BerhNa00.htm,2014,152,1,NaN,1,1,0
Cyril Richardson,https://www.pro-football-reference.com/players/R/RichCy00.htm,2014,153,2,NaN,NaN,NaN,NaN
Jeremiah George,https://www.pro-football-reference.com/players/G/GeorJe01.htm,2014,154,0,1,NaN,2,NaN
Arthur Lynch,https://www.pro-football-reference.com/players/L/LyncAr00.htm,2014,155,NaN,NaN,NaN,NaN,NaN
Lamin Barrow,https://www.pro-football-reference.com/players/B/BarrLa00.htm,2014,156,1,1,NaN,NaN,NaN
Shaquille Richardson,https://www.pro-football-reference.com/players/R/RichSh01.htm,2014,157,NaN,NaN,NaN,NaN,NaN
Caraun Reid,https://www.pro-football-reference.com/players/R/ReidCa00.htm,2014,158,1,5,1,0,1
Chris Smith,https://www.pro-football-reference.com/players/S/SmitCh03.htm,2014,159,1,1,1,2,2
Ed Stinson,https://www.pro-football-reference.com/players/S/StinEd00.htm,2014,160,2,2,1,0,NaN
Corey Linsley,https://www.pro-football-reference.com/players/L/LinsCo00.htm,2014,161,9,6,6,8,7
Ed Reynolds,https://www.pro-football-reference.com/players/R/ReynEd00.htm,2014,162,NaN,1,3,NaN,NaN
Aaron Murray,https://www.pro-football-reference.com/players/M/MurrAa00.htm,2014,163,NaN,NaN,NaN,NaN,NaN
A.J. McCarron,https://www.pro-football-reference.com/players/M/McCaA.00.htm,2014,164,NaN,3,0,0,0
Ryan Carrethers,https://www.pro-football-reference.com/players/C/CarrRy00.htm,2014,165,1,2,0,NaN,NaN
Jonathan Newsome,https://www.pro-football-reference.com/players/N/NewsJo00.htm,2014,166,2,2,NaN,NaN,NaN
Vinnie Sunseri,https://www.pro-football-reference.com/players/S/SunsVi00.htm,2014,167,0,NaN,0,NaN,NaN
Marquis Spruill,https://www.pro-football-reference.com/players/S/SpruMa00.htm,2014,168,NaN,NaN,NaN,NaN,NaN
Ronald Powell,https://www.pro-football-reference.com/players/P/PoweRo01.htm,2014,169,1,NaN,NaN,NaN,NaN
Keith Reaser,https://www.pro-football-reference.com/players/R/ReasKe00.htm,2014,170,NaN,1,1,0,NaN
Jordan Tripp,https://www.pro-football-reference.com/players/T/TripJo00.htm,2014,171,1,1,0.666666667,0,NaN
Jimmy Staten,https://www.pro-football-reference.com/players/S/StatJi00.htm,2014,172,NaN,NaN,NaN,NaN,NaN
Wesley Johnson,https://www.pro-football-reference.com/players/J/JohnWe00.htm,2014,173,NaN,1,3,6,1
Devon Kennard,https://www.pro-football-reference.com/players/K/KennDe00.htm,2014,174,3,3,5,5,7
John Urschel,https://www.pro-football-reference.com/players/U/UrscJo00.htm,2014,175,2,3,2,NaN,NaN
Jared Abbrederis,https://www.pro-football-reference.com/players/A/AbbrJa00.htm,2014,176,NaN,1,0,0,NaN
Jeoffrey Pagan,https://www.pro-football-reference.com/players/P/PagaJe00.htm,2014,177,1,0,NaN,NaN,NaN
Zach Mettenberger,https://www.pro-football-reference.com/players/M/MettZa00.htm,2014,178,3,NaN,NaN,NaN,NaN
Jon Halapio,https://www.pro-football-reference.com/players/H/HalaJo00.htm,2014,179,NaN,NaN,NaN,2,1
Kenneth Acker,https://www.pro-football-reference.com/players/A/AckeKe00.htm,2014,180,NaN,5,1,2,NaN
Alfred Blue,https://www.pro-football-reference.com/players/B/BlueAl00.htm,2014,181,4,5,3,2,5
Antone Exum,https://www.pro-football-reference.com/players/E/ExumAn00.htm,2014,182,1,2,NaN,0,3
David Fales,https://www.pro-football-reference.com/players/F/FaleDa00.htm,2014,183,NaN,NaN,0,1,NaN
Kendall James,https://www.pro-football-reference.com/players/J/JameKe00.htm,2014,184,NaN,NaN,NaN,NaN,NaN
Robert Herron,https://www.pro-football-reference.com/players/H/HerrRo00.htm,2014,185,0,NaN,NaN,NaN,NaN
Lache Seastrunk,https://www.pro-football-reference.com/players/S/SeasLa00.htm,2014,186,NaN,NaN,NaN,NaN,NaN
Bennett Jackson,https://www.pro-football-reference.com/players/J/JackBe00.htm,2014,187,NaN,NaN,NaN,NaN,NaN
E.J. Gaines,https://www.pro-football-reference.com/players/G/GainE.00.htm,2014,188,6,NaN,3,4,1
T.J. Jones,https://www.pro-football-reference.com/players/J/JoneT.00.htm,2014,189,NaN,1,1,4,1
Matt Hazel,https://www.pro-football-reference.com/players/H/HazeMa01.htm,2014,190,NaN,0,NaN,0,NaN
Pat O'Donnell,https://www.pro-football-reference.com/players/O/ODonPa00.htm,2014,191,2,1,2,5,2
Jordan Zumwalt,https://www.pro-football-reference.com/players/Z/ZumwJo00.htm,2014,192,NaN,NaN,NaN,NaN,NaN
Zach Fulton,https://www.pro-football-reference.com/players/F/FultZa00.htm,2014,193,8,4,5,7,6
Keith Wenning,https://www.pro-football-reference.com/players/W/WennKe00.htm,2014,194,NaN,NaN,NaN,NaN,NaN
Brandon Dixon,https://www.pro-football-reference.com/players/D/DixoBr00.htm,2014,195,1,NaN,NaN,2,NaN
Walt Powell,https://www.pro-football-reference.com/players/P/PoweWa00.htm,2014,196,0,0,1,NaN,NaN
Demetri Goodson,https://www.pro-football-reference.com/players/G/GoodDe00.htm,2014,197,0,1,1,NaN,NaN
Zach Moore,https://www.pro-football-reference.com/players/M/MoorZa00.htm,2014,198,1,0,0,NaN,2
Garrett Scott,https://www.pro-football-reference.com/players/S/ScotGa01.htm,2014,199,NaN,NaN,NaN,NaN,NaN
Laurent Duvernay-Tardif,https://www.pro-football-reference.com/players/D/DuveLa00.htm,2014,200,NaN,7,5,6,3
Marion Grice,https://www.pro-football-reference.com/players/G/GricMa00.htm,2014,201,0,NaN,NaN,NaN,NaN
Tavon Rooks,https://www.pro-football-reference.com/players/R/RookTa00.htm,2014,202,NaN,NaN,NaN,NaN,NaN
Andrew Jackson,https://www.pro-football-reference.com/players/J/JackAn02.htm,2014,203,1,NaN,NaN,NaN,NaN
Tyler Gaffney,https://www.pro-football-reference.com/players/G/GaffTy00.htm,2014,204,NaN,NaN,NaN,NaN,NaN
Luke Bowanko,https://www.pro-football-reference.com/players/B/BowaLu00.htm,2014,205,5,0,0,2,2
Jemea Thomas,https://www.pro-football-reference.com/players/T/ThomJe03.htm,2014,206,0,NaN,NaN,NaN,NaN
Matt Paradis,https://www.pro-football-reference.com/players/P/ParaMa00.htm,2014,207,NaN,7,6,6,4
Eric Pinkins,https://www.pro-football-reference.com/players/P/PinkEr00.htm,2014,208,NaN,1,1,NaN,NaN
Quincy Enunwa,https://www.pro-football-reference.com/players/E/EnunQu00.htm,2014,209,0,3,6,NaN,4
IK Enemkpali,https://www.pro-football-reference.com/players/E/EnemIK00.htm,2014,210,0,1,NaN,NaN,NaN
Jay Prosch,https://www.pro-football-reference.com/players/P/ProsJa00.htm,2014,211,0,0,0,0,NaN
Marquis Flowers,https://www.pro-football-reference.com/players/F/FlowMa00.htm,2014,212,2,NaN,2,3,0
Tajh Boyd,https://www.pro-football-reference.com/players/B/BoydTa00.htm,2014,213,NaN,NaN,NaN,NaN,NaN
Garrett Gilbert,https://www.pro-football-reference.com/players/G/GilbGa01.htm,2014,214,NaN,NaN,NaN,NaN,0
Daniel McCullers,https://www.pro-football-reference.com/players/M/McCuDa00.htm,2014,215,1,1,2,0,2
Andre Hal,https://www.pro-football-reference.com/players/H/HalxAn00.htm,2014,216,1,6,4,5,2
Ted Bolser,https://www.pro-football-reference.com/players/B/BolsTe00.htm,2014,217,NaN,NaN,NaN,NaN,NaN
Michael Campanaro,https://www.pro-football-reference.com/players/C/CampMi02.htm,2014,218,1,0,0,3,NaN
T.J. Carrie,https://www.pro-football-reference.com/players/C/CarrTr00.htm,2014,219,2,4,2,6,4
Shamar Stephen,https://www.pro-football-reference.com/players/S/StepSh00.htm,2014,220,3,1,8,2,7
Randell Johnson,https://www.pro-football-reference.com/players/J/JohnRa01.htm,2014,221,1,1,0,NaN,NaN
Storm Johnson,https://www.pro-football-reference.com/players/J/JohnSt03.htm,2014,222,0,NaN,NaN,NaN,NaN
Brandon Watts,https://www.pro-football-reference.com/players/W/WattBr00.htm,2014,223,0,1,NaN,NaN,NaN
Beau Allen,https://www.pro-football-reference.com/players/A/AlleBe00.htm,2014,224,1,2,3,3,4
Jabari Price,https://www.pro-football-reference.com/players/P/PricJa00.htm,2014,225,1,NaN,NaN,NaN,NaN
Mitchell Van Dyk,https://www.pro-football-reference.com/players/V/VanDMi00.htm,2014,226,NaN,NaN,NaN,NaN,NaN
Kiero Small,https://www.pro-football-reference.com/players/S/SmalKi00.htm,2014,227,0,NaN,NaN,NaN,NaN
Zach Hocker,https://www.pro-football-reference.com/players/H/HockZa00.htm,2014,228,NaN,0,NaN,NaN,NaN
Nate Freese,https://www.pro-football-reference.com/players/F/FreeNa00.htm,2014,229,NaN,NaN,NaN,NaN,NaN
Rob Blanchflower,https://www.pro-football-reference.com/players/B/BlanRo01.htm,2014,230,NaN,NaN,NaN,NaN,NaN
Ben Gardner,https://www.pro-football-reference.com/players/G/GardBe00.htm,2014,231,NaN,NaN,NaN,NaN,NaN
Ulrick John,https://www.pro-football-reference.com/players/J/JohnUl00.htm,2014,232,NaN,0,2,0,NaN
Trevor Reilly,https://www.pro-football-reference.com/players/R/ReilTr00.htm,2014,233,1,2,0,1,NaN
Terrence Fede,https://www.pro-football-reference.com/players/F/FedeTe00.htm,2014,234,1,1,1,2,NaN
Shelby Harris,https://www.pro-football-reference.com/players/H/HarrSh00.htm,2014,235,0,1,NaN,4,2
Jeff Janis,https://www.pro-football-reference.com/players/J/JaniJe00.htm,2014,236,0,1,1,0,NaN
Seantrel Henderson,https://www.pro-football-reference.com/players/H/HendSe00.htm,2014,237,7,5,0,1,1
Will Smith,https://www.pro-football-reference.com/players/S/SmitWi01.htm,2014,238,NaN,NaN,NaN,NaN,NaN
James Wright,https://www.pro-football-reference.com/players/W/WrigJa03.htm,2014,239,1,NaN,1,NaN,NaN
Tevin Reese,https://www.pro-football-reference.com/players/R/ReesTe00.htm,2014,240,NaN,NaN,NaN,NaN,NaN
C.B. Bryant,https://www.pro-football-reference.com/players/B/BryaC.00.htm,2014,241,NaN,1,0,NaN,NaN
Corey Nelson,https://www.pro-football-reference.com/players/N/NelsCo00.htm,2014,242,1,2,4,0,0
Kaleb Ramsey,https://www.pro-football-reference.com/players/R/RamsKa00.htm,2014,243,NaN,NaN,NaN,NaN,NaN
Jeremy Gallon,https://www.pro-football-reference.com/players/G/GallJe00.htm,2014,244,NaN,NaN,NaN,NaN,NaN
Trey Millard,https://www.pro-football-reference.com/players/M/MillTr00.htm,2014,245,NaN,NaN,NaN,NaN,NaN
Charles Leno Jr.,https://www.pro-football-reference.com/players/L/LenoCh00.htm,2014,246,1,7,7,6,9
Jonathan Dowling,https://www.pro-football-reference.com/players/D/DowlJo00.htm,2014,247,0,NaN,NaN,NaN,NaN
Ahmad Dixon,https://www.pro-football-reference.com/players/D/DixoAh00.htm,2014,248,0,NaN,NaN,NaN,NaN
Michael Sam,https://www.pro-football-reference.com/players/S/SamxMi00.htm,2014,249,NaN,NaN,NaN,NaN,NaN
Demetrius Rhaney,https://www.pro-football-reference.com/players/R/RhanDe00.htm,2014,250,NaN,1,1,0,NaN
Ken Bishop,https://www.pro-football-reference.com/players/B/BishKe01.htm,2014,251,0,0,NaN,NaN,NaN
Lavelle Westbrooks,https://www.pro-football-reference.com/players/W/WestLa00.htm,2014,252,NaN,NaN,NaN,NaN,NaN
Yawin Smallwood,https://www.pro-football-reference.com/players/S/SmalYa00.htm,2014,253,NaN,NaN,NaN,NaN,NaN
