name,url,year_drafted,pick,year_1_av,year_2_av,year_3_av,year_4_av,year_5_av
Najee Harris,https://www.pro-football-reference.com/players/H/HarrNa00.htm,2021,24,10,6,7,NaN,NaN
Travis Etienne,https://www.pro-football-reference.com/players/E/EtieTr00.htm,2021,25,NaN,11,9,NaN,NaN
Greg Newsome II,https://www.pro-football-reference.com/players/N/NewsGr00.htm,2021,26,3,4,6,NaN,NaN
Rashod Bateman,https://www.pro-football-reference.com/players/B/BateRa00.htm,2021,27,4,3,4,NaN,NaN
Payton Turner,https://www.pro-football-reference.com/players/T/TurnPa02.htm,2021,28,1,1,0,NaN,NaN
Eric Stokes,https://www.pro-football-reference.com/players/S/StokEr00.htm,2021,29,4,2,1,NaN,NaN
Gregory Rousseau,https://www.pro-football-reference.com/players/R/RousGr00.htm,2021,30,10,7,9,NaN,NaN
Odafe Oweh,https://www.pro-football-reference.com/players/O/OwehJa00.htm,2021,31,3,4,3,NaN,NaN
Joe Tryon-Shoyinka,https://www.pro-football-reference.com/players/T/TryoJo00.htm,2021,32,4,8,6,NaN,NaN
Tyson Campbell,https://www.pro-football-reference.com/players/C/CampTy01.htm,2021,33,5,7,4,NaN,NaN
Elijah Moore,https://www.pro-football-reference.com/players/M/MoorEl00.htm,2021,34,4,3,5,NaN,NaN
Javonte Williams,https://www.pro-football-reference.com/players/W/WillJa10.htm,2021,35,8,1,6,NaN,NaN
Jevon Holland,https://www.pro-football-reference.com/players/H/HollJe02.htm,2021,36,6,6,5,NaN,NaN
Landon Dickerson,https://www.pro-football-reference.com/players/D/DickLa00.htm,2021,37,6,10,8,NaN,NaN
Christian Barmore,https://www.pro-football-reference.com/players/B/BarmCh00.htm,2021,38,3,2,5,NaN,NaN
Teven Jenkins,https://www.pro-football-reference.com/players/J/JenkTe00.htm,2021,39,1,5,5,NaN,NaN
Richie Grant,https://www.pro-football-reference.com/players/G/GranRi00.htm,2021,40,1,6,6,NaN,NaN
Levi Onwuzurike,https://www.pro-football-reference.com/players/O/OnwuLe00.htm,2021,41,1,NaN,1,NaN,NaN
Liam Eichenberg,https://www.pro-football-reference.com/players/E/EichLi00.htm,2021,42,7,5,7,NaN,NaN
Tre'von Moehrig,https://www.pro-football-reference.com/players/M/MoehTr00.htm,2021,43,5,4,6,NaN,NaN
Kelvin Joseph,https://www.pro-football-reference.com/players/J/JoseKe02.htm,2021,44,1,1,0,NaN,NaN
Walker Little,https://www.pro-football-reference.com/players/L/LittWa00.htm,2021,45,1,3,5,NaN,NaN
Jackson Carman,https://www.pro-football-reference.com/players/C/CarmJa00.htm,2021,46,4,0,0,NaN,NaN
Asante Samuel Jr.,https://www.pro-football-reference.com/players/S/SamuAs00.htm,2021,47,3,5,6,NaN,NaN
Aaron Banks,https://www.pro-football-reference.com/players/B/BankAa00.htm,2021,48,1,7,7,NaN,NaN
Rondale Moore,https://www.pro-football-reference.com/players/M/MoorRo02.htm,2021,49,5,3,5,NaN,NaN
Azeez Ojulari,https://www.pro-football-reference.com/players/O/OjulAz00.htm,2021,50,7,3,4,NaN,NaN
Samuel Cosmi,https://www.pro-football-reference.com/players/C/CosmSa00.htm,2021,51,4,3,8,NaN,NaN
Jeremiah Owusu-Koramoah,https://www.pro-football-reference.com/players/O/OwusJe00.htm,2021,52,4,4,11,NaN,NaN
Dillon Radunz,https://www.pro-football-reference.com/players/R/RaduDi00.htm,2021,53,1,2,4,NaN,NaN
Dayo Odeyingbo,https://www.pro-football-reference.com/players/O/OdeyDa00.htm,2021,54,1,3,3,NaN,NaN
Pat Freiermuth,https://www.pro-football-reference.com/players/F/FreiPa00.htm,2021,55,4,6,3,NaN,NaN
D'Wayne Eskridge,https://www.pro-football-reference.com/players/E/EskrDW00.htm,2021,56,1,1,0,NaN,NaN
Tutu Atwell,https://www.pro-football-reference.com/players/A/AtweTu00.htm,2021,57,0,3,5,NaN,NaN
Nick Bolton,https://www.pro-football-reference.com/players/B/BoltNi00.htm,2021,58,6,7,4,NaN,NaN
Terrace Marshall Jr.,https://www.pro-football-reference.com/players/M/MarsTe00.htm,2021,59,1,4,1,NaN,NaN
Pete Werner,https://www.pro-football-reference.com/players/W/WernPe00.htm,2021,60,5,5,9,NaN,NaN
Boogie Basham,https://www.pro-football-reference.com/players/B/BashCa00.htm,2021,61,1,2,1,NaN,NaN
Josh Myers,https://www.pro-football-reference.com/players/M/MyerJo00.htm,2021,62,3,9,9,NaN,NaN
Creed Humphrey,https://www.pro-football-reference.com/players/H/HumpCr00.htm,2021,63,9,13,9,NaN,NaN
Kyle Trask,https://www.pro-football-reference.com/players/T/TrasKy00.htm,2021,64,NaN,0,0,NaN,NaN
Andre Cisco,https://www.pro-football-reference.com/players/C/CiscAn00.htm,2021,65,2,6,6,NaN,NaN
Kellen Mond,https://www.pro-football-reference.com/players/M/MondKe00.htm,2021,66,0,NaN,NaN,NaN,NaN
Davis Mills,https://www.pro-football-reference.com/players/M/MillDa02.htm,2021,67,7,7,1,NaN,NaN
Jalen Mayfield,https://www.pro-football-reference.com/players/M/MayfJa00.htm,2021,68,7,NaN,0,NaN,NaN
Joseph Ossai,https://www.pro-football-reference.com/players/O/OssaJo00.htm,2021,69,NaN,3,1,NaN,NaN
Brady Christensen,https://www.pro-football-reference.com/players/C/ChriBr00.htm,2021,70,3,7,0,NaN,NaN
Aaron Robinson,https://www.pro-football-reference.com/players/R/RobiAa00.htm,2021,71,1,1,NaN,NaN,NaN
Alim McNeill,https://www.pro-football-reference.com/players/M/McNeAl00.htm,2021,72,3,6,5,NaN,NaN
Milton Williams,https://www.pro-football-reference.com/players/W/WillMi08.htm,2021,73,2,1,4,NaN,NaN
Benjamin St-Juste,https://www.pro-football-reference.com/players/S/StJuBe00.htm,2021,74,1,4,4,NaN,NaN
Osa Odighizuwa,https://www.pro-football-reference.com/players/O/OdigOs00.htm,2021,75,6,8,8,NaN,NaN
Paulson Adebo,https://www.pro-football-reference.com/players/A/AdebPa00.htm,2021,76,6,4,7,NaN,NaN
Josh Palmer,https://www.pro-football-reference.com/players/P/PalmJo00.htm,2021,77,3,6,5,NaN,NaN
Chazz Surratt,https://www.pro-football-reference.com/players/S/SurrCh00.htm,2021,78,1,0,1,NaN,NaN
Malcolm Koonce,https://www.pro-football-reference.com/players/K/KoonMa00.htm,2021,79,0,1,6,NaN,NaN
Divine Deablo,https://www.pro-football-reference.com/players/D/DeabDi00.htm,2021,80,5,3,7,NaN,NaN
Hunter Long,https://www.pro-football-reference.com/players/L/LongHu00.htm,2021,81,0,0,0,NaN,NaN
Dyami Brown,https://www.pro-football-reference.com/players/B/BrowDy00.htm,2021,82,1,1,1,NaN,NaN
Tommy Tremble,https://www.pro-football-reference.com/players/T/TremTo00.htm,2021,83,1,2,1,NaN,NaN
Chauncey Golston,https://www.pro-football-reference.com/players/G/GolsCh00.htm,2021,84,2,1,3,NaN,NaN
Amari Rodgers,https://www.pro-football-reference.com/players/R/RodgAm00.htm,2021,85,1,1,0,NaN,NaN
Wyatt Davis,https://www.pro-football-reference.com/players/D/DaviWy00.htm,2021,86,0,0,NaN,NaN,NaN
Kendrick Green,https://www.pro-football-reference.com/players/G/GreeKe02.htm,2021,87,5,NaN,1,NaN,NaN
Trey Sermon,https://www.pro-football-reference.com/players/S/SermTr00.htm,2021,88,1,0,1,NaN,NaN
Nico Collins,https://www.pro-football-reference.com/players/C/CollNi00.htm,2021,89,3,4,11,NaN,NaN
Patrick Jones II,https://www.pro-football-reference.com/players/J/JonePa00.htm,2021,90,1,1,3,NaN,NaN
Anthony Schwartz,https://www.pro-football-reference.com/players/S/SchwAn00.htm,2021,91,1,1,NaN,NaN,NaN
Monty Rice,https://www.pro-football-reference.com/players/R/RiceMo00.htm,2021,92,2,3,1,NaN,NaN
Spencer Brown,https://www.pro-football-reference.com/players/B/BrowSp00.htm,2021,93,6,9,10,NaN,NaN
Ben Cleveland,https://www.pro-football-reference.com/players/C/ClevBe00.htm,2021,94,2,1,2,NaN,NaN
Robert Hainsey,https://www.pro-football-reference.com/players/H/HainRo00.htm,2021,95,1,6,7,NaN,NaN
Ronnie Perkins,https://www.pro-football-reference.com/players/P/PerkRo00.htm,2021,96,NaN,NaN,0,NaN,NaN
Tre' McKitty,https://www.pro-football-reference.com/players/M/McKiTr00.htm,2021,97,0,1,0,NaN,NaN
Quinn Meinerz,https://www.pro-football-reference.com/players/M/MeinQu02.htm,2021,98,4,4,7,NaN,NaN
Nahshon Wright,https://www.pro-football-reference.com/players/W/WrigNa00.htm,2021,99,1,1,0,NaN,NaN
Elijah Molden,https://www.pro-football-reference.com/players/M/MoldEl00.htm,2021,100,3,0,4,NaN,NaN
Ifeatu Melifonwu,https://www.pro-football-reference.com/players/M/MeliIf00.htm,2021,101,1,1,3,NaN,NaN
Ambry Thomas,https://www.pro-football-reference.com/players/T/ThomAm00.htm,2021,102,2,1,3,NaN,NaN
Ernest Jones,https://www.pro-football-reference.com/players/J/JoneEr01.htm,2021,103,4,5,6,NaN,NaN
Brandon Stephens,https://www.pro-football-reference.com/players/S/StepBr01.htm,2021,104,5,2,6,NaN,NaN
Baron Browning,https://www.pro-football-reference.com/players/B/BrowBa01.htm,2021,105,5,6,4,NaN,NaN
Jay Tufele,https://www.pro-football-reference.com/players/T/TufeJa00.htm,2021,106,0,1,1,NaN,NaN
Michael Carter,https://www.pro-football-reference.com/players/C/CartMi03.htm,2021,107,6,4,1.333333333,NaN,NaN
Darren Hall,https://www.pro-football-reference.com/players/H/HallDa03.htm,2021,108,1,3,NaN,NaN,NaN
Dez Fitzpatrick,https://www.pro-football-reference.com/players/F/FitzDe00.htm,2021,109,0,0,0,NaN,NaN
James Hudson,https://www.pro-football-reference.com/players/H/HudsJa00.htm,2021,110,2,2,3,NaN,NaN
Cameron Sample,https://www.pro-football-reference.com/players/S/SampCa00.htm,2021,111,1,2,2,NaN,NaN
Amon-Ra St. Brown,https://www.pro-football-reference.com/players/S/StxxAm00.htm,2021,112,8,13,15,NaN,NaN
Derrick Barnes,https://www.pro-football-reference.com/players/B/BarnDe02.htm,2021,113,3,2,5,NaN,NaN
Drew Dalman,https://www.pro-football-reference.com/players/D/DalmDr00.htm,2021,114,1,7,5,NaN,NaN
Jabril Cox,https://www.pro-football-reference.com/players/C/CoxxJa00.htm,2021,115,1,1,1,NaN,NaN
Elerson Smith,https://www.pro-football-reference.com/players/S/SmitEl00.htm,2021,116,1,0,NaN,NaN,NaN
Bobby Brown,https://www.pro-football-reference.com/players/B/BrowBo04.htm,2021,117,1,1,5,NaN,NaN
Chris Rumph,https://www.pro-football-reference.com/players/R/RumpCh00.htm,2021,118,1,1,1,NaN,NaN
Kene Nwangwu,https://www.pro-football-reference.com/players/N/NwanKe00.htm,2021,119,2,1,0,NaN,NaN
Rhamondre Stevenson,https://www.pro-football-reference.com/players/S/StevRh00.htm,2021,120,5,9,4,NaN,NaN
Jordan Smith,https://www.pro-football-reference.com/players/S/SmitJo03.htm,2021,121,0,NaN,NaN,NaN,NaN
Tyler Shelvin,https://www.pro-football-reference.com/players/S/ShelTy00.htm,2021,122,0,0,NaN,NaN,NaN
Zech McPhearson,https://www.pro-football-reference.com/players/M/McPhZe00.htm,2021,123,1,1,NaN,NaN,NaN
John Bates,https://www.pro-football-reference.com/players/B/BateJo00.htm,2021,124,2,1,1,NaN,NaN
Camryn Bynum,https://www.pro-football-reference.com/players/B/BynuCa00.htm,2021,125,2,6,6,NaN,NaN
Chuba Hubbard,https://www.pro-football-reference.com/players/H/HubbCh01.htm,2021,126,5,4,6,NaN,NaN
Kylen Granson,https://www.pro-football-reference.com/players/G/GranKy00.htm,2021,127,1,2,3,NaN,NaN
Dan Moore,https://www.pro-football-reference.com/players/M/MoorDa05.htm,2021,128,7,8,7,NaN,NaN
Jaelon Darden,https://www.pro-football-reference.com/players/D/DardJa00.htm,2021,129,0,0,0,NaN,NaN
Robert Rochell,https://www.pro-football-reference.com/players/R/RochRo00.htm,2021,130,2,1,0,NaN,NaN
Tylan Wallace,https://www.pro-football-reference.com/players/W/WallTy00.htm,2021,131,0,0,1,NaN,NaN
Tommy Togiai,https://www.pro-football-reference.com/players/T/TogiTo00.htm,2021,132,0,2,NaN,NaN,NaN
Ian Book,https://www.pro-football-reference.com/players/B/BookIa00.htm,2021,133,0,NaN,NaN,NaN,NaN
Janarius Robinson,https://www.pro-football-reference.com/players/R/RobiJa04.htm,2021,134,NaN,NaN,1,NaN,NaN
Rashad Weaver,https://www.pro-football-reference.com/players/W/WeavRa00.htm,2021,135,0,4,1,NaN,NaN
Marco Wilson,https://www.pro-football-reference.com/players/W/WilsMa04.htm,2021,136,5,5,2,NaN,NaN
Tre Brown,https://www.pro-football-reference.com/players/B/BrowTr03.htm,2021,137,1,0,3,NaN,NaN
Josh Ball,https://www.pro-football-reference.com/players/B/BallJo00.htm,2021,138,NaN,1,NaN,NaN,NaN
D'Ante Smith,https://www.pro-football-reference.com/players/S/SmitDA03.htm,2021,139,1,0,NaN,NaN,NaN
Buddy Johnson,https://www.pro-football-reference.com/players/J/JohnBu01.htm,2021,140,0,NaN,0,NaN,NaN
Jacob Harris,https://www.pro-football-reference.com/players/H/HarrJa03.htm,2021,141,0,0,0,NaN,NaN
Royce Newman,https://www.pro-football-reference.com/players/N/NewmRo00.htm,2021,142,8,4,2,NaN,NaN
Tyree Gillespie,https://www.pro-football-reference.com/players/G/GillTy00.htm,2021,143,1,0,NaN,NaN,NaN
Joshua Kaindoh,https://www.pro-football-reference.com/players/K/KainJo00.htm,2021,144,0,NaN,NaN,NaN,NaN
Luke Farrell,https://www.pro-football-reference.com/players/F/FarrLu00.htm,2021,145,0,0,1,NaN,NaN
Jamien Sherwood,https://www.pro-football-reference.com/players/S/SherJa00.htm,2021,146,1,1,2,NaN,NaN
Brevin Jordan,https://www.pro-football-reference.com/players/J/JordBr00.htm,2021,147,1,1,2,NaN,NaN
Ta'Quon Graham,https://www.pro-football-reference.com/players/G/GrahTa00.htm,2021,148,2,4,2,NaN,NaN
Evan McPherson,https://www.pro-football-reference.com/players/M/McPhEv00.htm,2021,149,4,3,4,NaN,NaN
Kenneth Gainwell,https://www.pro-football-reference.com/players/G/GainKe00.htm,2021,150,5,4,5,NaN,NaN
Larry Borom,https://www.pro-football-reference.com/players/B/BoroLa00.htm,2021,151,3,5,4,NaN,NaN
Caden Sterns,https://www.pro-football-reference.com/players/S/SterCa00.htm,2021,152,2,1,0,NaN,NaN
Tony Fields,https://www.pro-football-reference.com/players/F/FielTo00.htm,2021,153,1,4,4,NaN,NaN
Michael Carter II,https://www.pro-football-reference.com/players/C/CartMi02.htm,2021,154,3,3,3,NaN,NaN
Jaylon Moore,https://www.pro-football-reference.com/players/M/MoorJa04.htm,2021,155,2,2,2,NaN,NaN
Isaiahh Loudermilk,https://www.pro-football-reference.com/players/L/LoudIs00.htm,2021,156,2,2,1,NaN,NaN
Ihmir Smith-Marsette,https://www.pro-football-reference.com/players/S/SmitIh00.htm,2021,157,1,0,2,NaN,NaN
Daviyon Nixon,https://www.pro-football-reference.com/players/N/NixoDa00.htm,2021,158,0,1,NaN,NaN,NaN
Brenden Jaimes,https://www.pro-football-reference.com/players/J/JaimBr00.htm,2021,159,1,1,2,NaN,NaN
Shaun Wade,https://www.pro-football-reference.com/players/W/WadeSh00.htm,2021,160,0,0,3,NaN,NaN
Tommy Doyle,https://www.pro-football-reference.com/players/D/DoylTo00.htm,2021,161,1,0,NaN,NaN,NaN
Noah Gray,https://www.pro-football-reference.com/players/G/GrayNo00.htm,2021,162,0,3,3,NaN,NaN
Darrick Forrest,https://www.pro-football-reference.com/players/F/ForrDa00.htm,2021,163,0,5,1,NaN,NaN
Jamar Johnson,https://www.pro-football-reference.com/players/J/JohnJa15.htm,2021,164,0,NaN,NaN,NaN,NaN
Shawn Davis,https://www.pro-football-reference.com/players/D/DaviSh02.htm,2021,165,0,NaN,NaN,NaN,NaN
Keith Taylor,https://www.pro-football-reference.com/players/T/TaylKe03.htm,2021,166,2,2,NaN,NaN,NaN
Nate Hobbs,https://www.pro-football-reference.com/players/H/HobbNa00.htm,2021,167,3,3,4,NaN,NaN
Zach Davidson,https://www.pro-football-reference.com/players/D/DaviZa00.htm,2021,168,NaN,NaN,NaN,NaN,NaN
Richard LeCounte,https://www.pro-football-reference.com/players/L/LeCoRi00.htm,2021,169,1,0,0,NaN,NaN
Garret Wallow,https://www.pro-football-reference.com/players/W/WallGa00.htm,2021,170,2,2,0,NaN,NaN
Daelin Hayes,https://www.pro-football-reference.com/players/H/HayeDa00.htm,2021,171,0,NaN,NaN,NaN,NaN
Deommodore Lenoir,https://www.pro-football-reference.com/players/L/LenoDe00.htm,2021,172,1,5,5,NaN,NaN
Tedarrell Slaton,https://www.pro-football-reference.com/players/S/SlatTe00.htm,2021,173,1,2,7,NaN,NaN
Earnest Brown IV,https://www.pro-football-reference.com/players/B/BrowEa00.htm,2021,174,NaN,1,0,NaN,NaN
Jason Pinnock,https://www.pro-football-reference.com/players/P/PinnJa01.htm,2021,175,1,2,5,NaN,NaN
K.J. Britt,https://www.pro-football-reference.com/players/B/BritKJ00.htm,2021,176,1,1,3,NaN,NaN
Cameron McGrone,https://www.pro-football-reference.com/players/M/McGrCa00.htm,2021,177,NaN,0,1,NaN,NaN
Shemar Jean-Charles,https://www.pro-football-reference.com/players/J/JeanSh00.htm,2021,178,1,0,0,NaN,NaN
Simi Fehoko,https://www.pro-football-reference.com/players/F/FehoSi00.htm,2021,179,0,0,0,NaN,NaN
Talanoa Hufanga,https://www.pro-football-reference.com/players/H/HufaTa00.htm,2021,180,2,13,3,NaN,NaN
Cornell Powell,https://www.pro-football-reference.com/players/P/PoweCo00.htm,2021,181,NaN,0,NaN,NaN,NaN
Adetokunbo Ogundeji,https://www.pro-football-reference.com/players/O/OgunAd01.htm,2021,182,4,6,NaN,NaN,NaN
Avery Williams,https://www.pro-football-reference.com/players/W/WillAv02.htm,2021,183,1,1,NaN,NaN,NaN
Ben Mason,https://www.pro-football-reference.com/players/M/MasoBe00.htm,2021,184,NaN,NaN,0,NaN,NaN
Nick Niemann,https://www.pro-football-reference.com/players/N/NiemNi00.htm,2021,185,1,1,2,NaN,NaN
Hamsah Nasirildeen,https://www.pro-football-reference.com/players/N/NasiHa00.htm,2021,186,1,1,NaN,NaN,NaN
Frank Darby,https://www.pro-football-reference.com/players/D/DarbFr00.htm,2021,187,0,0,0,NaN,NaN
Joshuah Bledsoe,https://www.pro-football-reference.com/players/B/BledJo00.htm,2021,188,NaN,0,0,NaN,NaN
Marlon Tuipulotu,https://www.pro-football-reference.com/players/T/TuipMa00.htm,2021,189,0,1,1,NaN,NaN
Trey Hill,https://www.pro-football-reference.com/players/H/HillTr03.htm,2021,190,2,1,NaN,NaN,NaN
Tarron Jackson,https://www.pro-football-reference.com/players/J/JackTa02.htm,2021,191,1,0,NaN,NaN,NaN
Quinton Bohanna,https://www.pro-football-reference.com/players/B/BohaQu00.htm,2021,192,2,4,1.333333333,NaN,NaN
Deonte Brown,https://www.pro-football-reference.com/players/B/BrowDe06.htm,2021,193,0,NaN,NaN,NaN,NaN
Elijah Mitchell,https://www.pro-football-reference.com/players/M/MitcEl00.htm,2021,194,7,2,2,NaN,NaN
Roy Lopez,https://www.pro-football-reference.com/players/L/LopeRo00.htm,2021,195,6,7,2,NaN,NaN
Gary Brightwell,https://www.pro-football-reference.com/players/B/BrigGa00.htm,2021,196,0,1,0,NaN,NaN
William Sherman,https://www.pro-football-reference.com/players/S/SherWi01.htm,2021,197,0,NaN,NaN,NaN,NaN
Larry Rountree,https://www.pro-football-reference.com/players/R/RounLa00.htm,2021,198,1,0,NaN,NaN,NaN
Jaylen Twyman,https://www.pro-football-reference.com/players/T/TwymJa00.htm,2021,199,NaN,NaN,NaN,NaN,NaN
Brandin Echols,https://www.pro-football-reference.com/players/E/EchoBr00.htm,2021,200,4,1,2,NaN,NaN
Rodarius Williams,https://www.pro-football-reference.com/players/W/WillRo07.htm,2021,201,0,1,NaN,NaN,NaN
Chris Evans,https://www.pro-football-reference.com/players/E/EvanCh02.htm,2021,202,2,0,0,NaN,NaN
Marquez Stevenson,https://www.pro-football-reference.com/players/S/StevMa00.htm,2021,203,0,NaN,NaN,NaN,NaN
Shi Smith,https://www.pro-football-reference.com/players/S/SmitSh03.htm,2021,204,1,3,NaN,NaN,NaN
Racey McMath,https://www.pro-football-reference.com/players/M/McMaRa00.htm,2021,205,0,0,NaN,NaN,NaN
Landon Young,https://www.pro-football-reference.com/players/Y/YounLa00.htm,2021,206,1,2,3,NaN,NaN
Jonathan Marshall,https://www.pro-football-reference.com/players/M/MarsJo00.htm,2021,207,0,NaN,NaN,NaN,NaN
Stone Forsythe,https://www.pro-football-reference.com/players/F/ForsSt00.htm,2021,208,1,2,5,NaN,NaN
Jalen Camp,https://www.pro-football-reference.com/players/C/CampJa03.htm,2021,209,0,0,NaN,NaN,NaN
Victor Dimukeje,https://www.pro-football-reference.com/players/D/DimuVi00.htm,2021,210,1,1,3,NaN,NaN
Demetric Felton,https://www.pro-football-reference.com/players/F/FeltDe00.htm,2021,211,2,0,NaN,NaN,NaN
Damar Hamlin,https://www.pro-football-reference.com/players/H/HamlDa00.htm,2021,212,1,5,0,NaN,NaN
Rachad Wildgoose,https://www.pro-football-reference.com/players/W/WildRa00.htm,2021,213,0,2,NaN,NaN,NaN
Cole Van Lanen,https://www.pro-football-reference.com/players/V/VanxCo00.htm,2021,214,0,1,1,NaN,NaN
Brady Breeze,https://www.pro-football-reference.com/players/B/BreeBr00.htm,2021,215,0,0,NaN,NaN,NaN
Quincy Roche,https://www.pro-football-reference.com/players/R/RochQu00.htm,2021,216,2,0,NaN,NaN,NaN
Khalil Herbert,https://www.pro-football-reference.com/players/H/HerbKh00.htm,2021,217,3,5,5,NaN,NaN
Sam Ehlinger,https://www.pro-football-reference.com/players/E/EhliSa00.htm,2021,218,0,2,0,NaN,NaN
Seth Williams,https://www.pro-football-reference.com/players/W/WillSe00.htm,2021,219,0,NaN,NaN,NaN,NaN
Isaiah McDuffie,https://www.pro-football-reference.com/players/M/McDuIs00.htm,2021,220,1,2,4,NaN,NaN
Dazz Newsome,https://www.pro-football-reference.com/players/N/NewsDa00.htm,2021,221,0,NaN,NaN,NaN,NaN
Thomas Fletcher,https://www.pro-football-reference.com/players/F/FletTh00.htm,2021,222,NaN,NaN,NaN,NaN,NaN
Tay Gowan,https://www.pro-football-reference.com/players/G/GowaTa00.htm,2021,223,0,0,0,NaN,NaN
JaCoby Stevens,https://www.pro-football-reference.com/players/S/StevJa00.htm,2021,224,0,NaN,NaN,NaN,NaN
Camaron Cheeseman,https://www.pro-football-reference.com/players/C/CheeCa00.htm,2021,225,1,1,1,NaN,NaN
Trey Smith,https://www.pro-football-reference.com/players/S/SmitTr05.htm,2021,226,10,8,7,NaN,NaN
Israel Mukuamu,https://www.pro-football-reference.com/players/M/MukuIs00.htm,2021,227,0,2,1,NaN,NaN
Thomas Graham,https://www.pro-football-reference.com/players/G/GrahTh00.htm,2021,228,0,0,NaN,NaN,NaN
Mike Strachan,https://www.pro-football-reference.com/players/S/StraMi03.htm,2021,229,0,0,0,NaN,NaN
Jimmy Morrissey,https://www.pro-football-reference.com/players/M/MorrJi00.htm,2021,230,1,0,0,NaN,NaN
Larnel Coleman,https://www.pro-football-reference.com/players/C/ColeLa03.htm,2021,231,NaN,0,NaN,NaN,NaN
Phil Hoskins,https://www.pro-football-reference.com/players/H/HoskPh00.htm,2021,232,0,0,1,NaN,NaN
Jake Funk,https://www.pro-football-reference.com/players/F/FunkJa00.htm,2021,233,0,0,0,NaN,NaN
Patrick Johnson,https://www.pro-football-reference.com/players/J/JohnPa02.htm,2021,234,2,1,1,NaN,NaN
Wyatt Hubert,https://www.pro-football-reference.com/players/H/HubeWy00.htm,2021,235,NaN,NaN,NaN,NaN,NaN
Jack Anderson,https://www.pro-football-reference.com/players/A/AndeJa01.htm,2021,236,1,1,0,NaN,NaN
Kary Vincent Jr.,https://www.pro-football-reference.com/players/V/VincKa00.htm,2021,237,0,NaN,NaN,NaN,NaN
Matt Farniok,https://www.pro-football-reference.com/players/F/FarnMa00.htm,2021,238,1,1,NaN,NaN,NaN
Jonathon Cooper,https://www.pro-football-reference.com/players/C/CoopJo02.htm,2021,239,4,5,8,NaN,NaN
William Bradley-King,https://www.pro-football-reference.com/players/B/BradWi00.htm,2021,240,0,0,NaN,NaN,NaN
Mark Webb,https://www.pro-football-reference.com/players/W/WebbMa01.htm,2021,241,0,NaN,NaN,NaN,NaN
Tre Nixon,https://www.pro-football-reference.com/players/N/NixoTr01.htm,2021,242,NaN,NaN,NaN,NaN,NaN
James Wiggins,https://www.pro-football-reference.com/players/W/WiggJa00.htm,2021,243,0,NaN,NaN,NaN,NaN
Gerrid Doaks,https://www.pro-football-reference.com/players/D/DoakGe00.htm,2021,244,NaN,NaN,NaN,NaN,NaN
Tre Norwood,https://www.pro-football-reference.com/players/N/NorwTr00.htm,2021,245,2,1,NaN,NaN,NaN
