name,url,year_drafted,pick,year_1_av,year_2_av,year_3_av,year_4_av,year_5_av
Marlon Mack,https://www.pro-football-reference.com/players/M/MackMa00.htm,2017,143,4,7,8,0,1
Grover Stewart,https://www.pro-football-reference.com/players/S/StewGr00.htm,2017,144,1,2,5,7,7
Jake Butt,https://www.pro-football-reference.com/players/B/ButtJa00.htm,2017,145,NaN,1,NaN,0,NaN
George Kittle,https://www.pro-football-reference.com/players/K/KittGe00.htm,2017,146,4,10,11,5,8
Jordan Morgan,https://www.pro-football-reference.com/players/M/MorgJo02.htm,2017,147,NaN,NaN,NaN,NaN,NaN
Blair Brown,https://www.pro-football-reference.com/players/B/BrowBl00.htm,2017,148,2,1,NaN,NaN,NaN
Damontae Kazee,https://www.pro-football-reference.com/players/K/KazeDa00.htm,2017,149,1,6,5,1,5
Jordan Leggett,https://www.pro-football-reference.com/players/L/LeggJo00.htm,2017,150,NaN,1,NaN,NaN,NaN
Desmond King,https://www.pro-football-reference.com/players/K/KingDe01.htm,2017,151,3,9,4,2,4
Corn Elder,https://www.pro-football-reference.com/players/E/EldeCo00.htm,2017,152,NaN,1,0,1,0
Jake Elliott,https://www.pro-football-reference.com/players/E/ElliJa03.htm,2017,153,3,3,3,2,5
Jeremy Sprinkle,https://www.pro-football-reference.com/players/S/SpriJe00.htm,2017,154,0,0,2,0,0
Jayon Brown,https://www.pro-football-reference.com/players/B/BrowJa06.htm,2017,155,2,8,8,4,3
Brian Hill,https://www.pro-football-reference.com/players/H/HillBr02.htm,2017,156,0.666666667,1,3,4,0
Will Holden,https://www.pro-football-reference.com/players/H/HoldWi00.htm,2017,157,2,1,NaN,1,1
Nate Hairston,https://www.pro-football-reference.com/players/H/HairNa00.htm,2017,158,2,3,3,0,1
Jermaine Eluemunor,https://www.pro-football-reference.com/players/E/ElueJe00.htm,2017,159,2,1,1,4,2
Roderick Johnson,https://www.pro-football-reference.com/players/J/JohnRo06.htm,2017,160,NaN,0,3,2,NaN
Anthony Walker,https://www.pro-football-reference.com/players/W/WalkAn01.htm,2017,161,1,8,7,7,5
Jeremy McNichols,https://www.pro-football-reference.com/players/M/McNiJe00.htm,2017,162,0,0,0,2,3
Matt Milano,https://www.pro-football-reference.com/players/M/MilaMa00.htm,2017,163,3,9,10,3,10
Isaac Asiata,https://www.pro-football-reference.com/players/A/AsiaIs00.htm,2017,164,0,0,NaN,NaN,NaN
Jamal Agnew,https://www.pro-football-reference.com/players/A/AgneJa00.htm,2017,165,8,1,3,2,3
Shelton Gibson,https://www.pro-football-reference.com/players/G/GibsSh00.htm,2017,166,0,0,NaN,NaN,NaN
Avery Moss,https://www.pro-football-reference.com/players/M/MossAv00.htm,2017,167,2,NaN,2,NaN,NaN
Marquel Lee,https://www.pro-football-reference.com/players/L/LeexMa01.htm,2017,168,3,4,1,NaN,1
Treston Decoud,https://www.pro-football-reference.com/players/D/DecoTr00.htm,2017,169,1,0,NaN,NaN,NaN
Rodney Adams,https://www.pro-football-reference.com/players/A/AdamRo01.htm,2017,170,NaN,NaN,NaN,NaN,0
Nathan Peterman,https://www.pro-football-reference.com/players/P/PeteNa00.htm,2017,171,1,1,NaN,0,0
Isaiah McKenzie,https://www.pro-football-reference.com/players/M/McKeIs00.htm,2017,172,0,1.333333333,2,4,2
Brian Allen,https://www.pro-football-reference.com/players/A/AlleBr01.htm,2017,173,1,0,NaN,0,0
Eric Saubert,https://www.pro-football-reference.com/players/S/SaubEr00.htm,2017,174,0,0,0,0,0
DeAngelo Yancey,https://www.pro-football-reference.com/players/Y/YancDe00.htm,2017,175,NaN,NaN,NaN,NaN,NaN
JJ Dielman,https://www.pro-football-reference.com/players/D/DielJJ00.htm,2017,176,NaN,NaN,NaN,NaN,NaN
Trent Taylor,https://www.pro-football-reference.com/players/T/TaylTr02.htm,2017,177,3,2,NaN,1,0
Davon Godchaux,https://www.pro-football-reference.com/players/G/GodcDa00.htm,2017,178,3,6,5,3,9
T.J. Logan,https://www.pro-football-reference.com/players/L/LogaT.00.htm,2017,179,NaN,0,0,NaN,NaN
Danny Isidora,https://www.pro-football-reference.com/players/I/IsidDa00.htm,2017,180,1,2,1,0,0
Dylan Donahue,https://www.pro-football-reference.com/players/D/DonaDy00.htm,2017,181,0,NaN,NaN,NaN,NaN
Aaron Jones,https://www.pro-football-reference.com/players/J/JoneAa00.htm,2017,182,3,6,12,14,9
Ukeme Eligwe,https://www.pro-football-reference.com/players/E/EligUk00.htm,2017,183,1,1,NaN,NaN,NaN
Nathan Gerry,https://www.pro-football-reference.com/players/G/GerrNa00.htm,2017,184,2,3,8,6,NaN
Caleb Brantley,https://www.pro-football-reference.com/players/B/BranCa00.htm,2017,185,2,0,0,NaN,NaN
Chuck Clark,https://www.pro-football-reference.com/players/C/ClarCh00.htm,2017,186,1,2,4,8,7
Michael Tyson,https://www.pro-football-reference.com/players/T/TysoMi00.htm,2017,187,NaN,1,NaN,NaN,NaN
Elijah McGuire,https://www.pro-football-reference.com/players/M/McGuEl00.htm,2017,188,3,3,NaN,NaN,NaN
Tanzel Smart,https://www.pro-football-reference.com/players/S/SmarTa00.htm,2017,189,3,0,1,0,NaN
Sam Tevi,https://www.pro-football-reference.com/players/T/TeviSa00.htm,2017,190,2,8,7,7,NaN
Xavier Woods,https://www.pro-football-reference.com/players/W/WoodXa00.htm,2017,191,3,5,6,4,7
Alex Armah,https://www.pro-football-reference.com/players/A/ArmaAl00.htm,2017,192,0,0,0,0,0
Jordan Evans,https://www.pro-football-reference.com/players/E/EvanJo01.htm,2017,193,3,3,1,2,0
Vincent Taylor,https://www.pro-football-reference.com/players/T/TaylVi00.htm,2017,194,1,1,1,2,0
Tanner Vallejo,https://www.pro-football-reference.com/players/V/VallTa00.htm,2017,195,1,2,0.666666667,1,1
Al-Quadin Muhammad,https://www.pro-football-reference.com/players/M/MuhaAl00.htm,2017,196,0,3,3,1,7
Jeremy Clark,https://www.pro-football-reference.com/players/C/ClarJe04.htm,2017,197,0,0,NaN,NaN,NaN
D.J. Jones,https://www.pro-football-reference.com/players/J/JoneD.01.htm,2017,198,1,2,6,7,8
Chase Roullier,https://www.pro-football-reference.com/players/R/RoulCh00.htm,2017,199,4,7,5,6,3
Adam Bisnowaty,https://www.pro-football-reference.com/players/B/BisnAd00.htm,2017,200,0,NaN,NaN,NaN,NaN
Bucky Hodges,https://www.pro-football-reference.com/players/H/HodgBu00.htm,2017,201,NaN,NaN,NaN,NaN,NaN
Pita Taumoepenu,https://www.pro-football-reference.com/players/T/TaumPi00.htm,2017,202,0,0,NaN,0,0
De'Angelo Henderson,https://www.pro-football-reference.com/players/H/HendDe01.htm,2017,203,0,0,NaN,NaN,NaN
Derrick Jones,https://www.pro-football-reference.com/players/J/JoneDe02.htm,2017,204,0,0,NaN,NaN,NaN
Jeremiah Ledbetter,https://www.pro-football-reference.com/players/L/LedbJe00.htm,2017,205,1,0,NaN,0,NaN
Sam Rogers,https://www.pro-football-reference.com/players/R/RogeSa00.htm,2017,206,NaN,NaN,NaN,NaN,NaN
Brandon Wilson,https://www.pro-football-reference.com/players/W/WilsBr01.htm,2017,207,0,1,2,2,1
Rudy Ford,https://www.pro-football-reference.com/players/F/FordRu00.htm,2017,208,1,1,1,1,2
Robert Davis,https://www.pro-football-reference.com/players/D/DaviRo00.htm,2017,209,0,NaN,0,NaN,NaN
Justin Senior,https://www.pro-football-reference.com/players/S/SeniJu00.htm,2017,210,NaN,NaN,NaN,NaN,NaN
Conor McDermott,https://www.pro-football-reference.com/players/M/McDeCo00.htm,2017,211,0,0,1,1,1
Kofi Amichia,https://www.pro-football-reference.com/players/A/AmicKo00.htm,2017,212,NaN,NaN,NaN,NaN,NaN
Colin Holba,https://www.pro-football-reference.com/players/H/HolbCo00.htm,2017,213,0,0,0,0,NaN
Elijah Qualls,https://www.pro-football-reference.com/players/Q/QualEl00.htm,2017,214,1,NaN,NaN,NaN,NaN
Brad Kaaya,https://www.pro-football-reference.com/players/K/KaayBr00.htm,2017,215,NaN,NaN,NaN,NaN,NaN
Marquez White,https://www.pro-football-reference.com/players/W/WhitMa03.htm,2017,216,NaN,NaN,NaN,NaN,NaN
Corey Levin,https://www.pro-football-reference.com/players/L/LeviCo00.htm,2017,217,NaN,2,NaN,NaN,1
Leon McQuay,https://www.pro-football-reference.com/players/M/McQuLe01.htm,2017,218,0,NaN,NaN,NaN,NaN
Stacy Coley,https://www.pro-football-reference.com/players/C/ColeSt00.htm,2017,219,0,0,NaN,NaN,NaN
Ifeadi Odenigbo,https://www.pro-football-reference.com/players/O/OdenIf00.htm,2017,220,NaN,0,3,6,1
Shalom Luani,https://www.pro-football-reference.com/players/L/LuanSh00.htm,2017,221,1,1,0,NaN,NaN
Jalen Myrick,https://www.pro-football-reference.com/players/M/MyriJa00.htm,2017,222,0,NaN,NaN,NaN,NaN
Stevie Tu'ikolovatu,https://www.pro-football-reference.com/players/T/TuikSt00.htm,2017,223,NaN,NaN,NaN,NaN,NaN
Zane Gonzalez,https://www.pro-football-reference.com/players/G/GonzZa00.htm,2017,224,2,0.5,4,2,4
Isaac Rochell,https://www.pro-football-reference.com/players/R/RochIs00.htm,2017,225,0,3,1,4,1
David Moore,https://www.pro-football-reference.com/players/M/MoorDa03.htm,2017,226,0,4,3,5,0
Josh Carraway,https://www.pro-football-reference.com/players/C/CarrJo00.htm,2017,227,0,NaN,NaN,NaN,NaN
Joey Ivie,https://www.pro-football-reference.com/players/I/IvieJo00.htm,2017,228,NaN,NaN,0,NaN,NaN
Adrian Colbert,https://www.pro-football-reference.com/players/C/ColbAd00.htm,2017,229,3,2,2,1,0.666666667
Josh Harvey-Clemons,https://www.pro-football-reference.com/players/H/HarvJo01.htm,2017,230,1,2,1,NaN,NaN
Jylan Ware,https://www.pro-football-reference.com/players/W/WareJy00.htm,2017,231,0,NaN,NaN,NaN,NaN
Elijah Lee,https://www.pro-football-reference.com/players/L/LeexEl00.htm,2017,232,1,4,1,0.666666667,1
Harrison Butker,https://www.pro-football-reference.com/players/B/ButkHa00.htm,2017,233,5,4,5,3,4
Ejuan Price,https://www.pro-football-reference.com/players/P/PricEj00.htm,2017,234,0,NaN,NaN,NaN,NaN
Joshua Holsey,https://www.pro-football-reference.com/players/H/HolsJo01.htm,2017,235,1,0,NaN,NaN,NaN
Brad Seaton,https://www.pro-football-reference.com/players/S/SeatBr00.htm,2017,236,NaN,NaN,NaN,NaN,NaN
Isaiah Ford,https://www.pro-football-reference.com/players/F/FordIs00.htm,2017,237,NaN,0,2,2,1
Devante Mays,https://www.pro-football-reference.com/players/M/MaysDe00.htm,2017,238,0,NaN,NaN,NaN,NaN
Noah Brown,https://www.pro-football-reference.com/players/B/BrowNo00.htm,2017,239,0,0,NaN,1,2
Marquez Williams,https://www.pro-football-reference.com/players/W/WillMa09.htm,2017,240,0,NaN,NaN,NaN,NaN
Khalfani Muhammad,https://www.pro-football-reference.com/players/M/MuhaKh00.htm,2017,241,NaN,NaN,NaN,NaN,NaN
Elijah Hood,https://www.pro-football-reference.com/players/H/HoodEl00.htm,2017,242,0,NaN,NaN,NaN,NaN
Kyle Fuller,https://www.pro-football-reference.com/players/F/FullKy01.htm,2017,243,1,0,NaN,1,4
Treyvon Hester,https://www.pro-football-reference.com/players/H/HestTr00.htm,2017,244,1,1,1,NaN,NaN
Jack Tocho,https://www.pro-football-reference.com/players/T/TochJa00.htm,2017,245,NaN,NaN,NaN,NaN,NaN
Jordan Carrell,https://www.pro-football-reference.com/players/C/CarrJo01.htm,2017,246,NaN,NaN,NaN,NaN,NaN
Malachi Dupre,https://www.pro-football-reference.com/players/D/DuprMa01.htm,2017,247,NaN,0,NaN,NaN,NaN
Keion Adams,https://www.pro-football-reference.com/players/A/AdamKe02.htm,2017,248,NaN,NaN,NaN,NaN,NaN
Chris Carson,https://www.pro-football-reference.com/players/C/CarsCh00.htm,2017,249,2,9,10,8,2
Pat O'Connor,https://www.pro-football-reference.com/players/O/OConPa00.htm,2017,250,0,NaN,1,1,1
Mason Schreck,https://www.pro-football-reference.com/players/S/SchrMa00.htm,2017,251,NaN,0,0,0,0
Matthew Dayes,https://www.pro-football-reference.com/players/D/DayeMa00.htm,2017,252,0,0,NaN,NaN,NaN
Chad Kelly,https://www.pro-football-reference.com/players/K/KellCh00.htm,2017,253,NaN,0,NaN,NaN,NaN
