name,url,year_drafted,pick,year_1_av,year_2_av,year_3_av,year_4_av,year_5_av
Brandon Weeden,https://www.pro-football-reference.com/players/W/WeedBr00.htm,2012,22,7,3,1,2,NaN
Riley Reiff,https://www.pro-football-reference.com/players/R/ReifRi00.htm,2012,23,5,8,6,8,7
David DeCastro,https://www.pro-football-reference.com/players/D/DeCaDa00.htm,2012,24,1,7,8,15,12
Dont'a Hightower,https://www.pro-football-reference.com/players/H/HighDo01.htm,2012,25,7,7,6,7,13
Whitney Mercilus,https://www.pro-football-reference.com/players/M/MercWh00.htm,2012,26,3,7,7,7,14
Kevin Zeitler,https://www.pro-football-reference.com/players/Z/ZeitKe00.htm,2012,27,8,6,6,9,7
Nick Perry,https://www.pro-football-reference.com/players/P/PerrNi00.htm,2012,28,2,3,3,2,6
Harrison Smith,https://www.pro-football-reference.com/players/S/SmitHa00.htm,2012,29,6,3,8,7,7
A.J. Jenkins,https://www.pro-football-reference.com/players/J/JenkA.00.htm,2012,30,0,1,1,NaN,NaN
Doug Martin,https://www.pro-football-reference.com/players/M/MartDo00.htm,2012,31,14,3,3,11,4
David Wilson,https://www.pro-football-reference.com/players/W/WilsDa01.htm,2012,32,4,1,NaN,NaN,NaN
Brian Quick,https://www.pro-football-reference.com/players/Q/QuicBr00.htm,2012,33,1,3,3,1,3
Coby Fleener,https://www.pro-football-reference.com/players/F/FleeCo00.htm,2012,34,2,6,7,4,6
Courtney Upshaw,https://www.pro-football-reference.com/players/U/UpshCo00.htm,2012,35,6,7,6,7,3
Derek Wolfe,https://www.pro-football-reference.com/players/W/WolfDe00.htm,2012,36,8,5,7,7,7
Mitchell Schwartz,https://www.pro-football-reference.com/players/S/SchwMi00.htm,2012,37,7,6,6,6,10
Andre Branch,https://www.pro-football-reference.com/players/B/BranAn00.htm,2012,38,2,2,1,5,6
Jackrabbit Jenkins,https://www.pro-football-reference.com/players/J/JenkJa03.htm,2012,39,8,6,6,6,12
Amini Silatolu,https://www.pro-football-reference.com/players/S/SilaAm00.htm,2012,40,8,2,3,2,NaN
Cordy Glenn,https://www.pro-football-reference.com/players/G/GlenCo00.htm,2012,41,6,7,7,7,6
Jonathan Martin,https://www.pro-football-reference.com/players/M/MartJo01.htm,2012,42,7,3,5,NaN,NaN
Stephen Hill,https://www.pro-football-reference.com/players/H/HillSt00.htm,2012,43,2,2,NaN,NaN,NaN
Jeff Allen,https://www.pro-football-reference.com/players/A/AlleJe01.htm,2012,44,4,7,1,5,5
Alshon Jeffery,https://www.pro-football-reference.com/players/J/JeffAl00.htm,2012,45,3,14,9,6,5
Mychal Kendricks,https://www.pro-football-reference.com/players/K/KendMy00.htm,2012,46,5,9,5,6,4
Bobby Wagner,https://www.pro-football-reference.com/players/W/WagnBo00.htm,2012,47,10,9,13,14,17
Tavon Wilson,https://www.pro-football-reference.com/players/W/WilsTa00.htm,2012,48,3,1,1,1,5
Kendall Reyes,https://www.pro-football-reference.com/players/R/ReyeKe00.htm,2012,49,3,7,6,7,0.666666667
Isaiah Pead,https://www.pro-football-reference.com/players/P/PeadIs00.htm,2012,50,0,1,NaN,0,0
Jerel Worthy,https://www.pro-football-reference.com/players/W/WortJe00.htm,2012,51,3,0,NaN,0,1
Zach Brown,https://www.pro-football-reference.com/players/B/BrowZa00.htm,2012,52,7,7,0,4,12
Devon Still,https://www.pro-football-reference.com/players/S/StilDe00.htm,2012,53,1,1,1,NaN,0
Ryan Broyles,https://www.pro-football-reference.com/players/B/BroyRy00.htm,2012,54,2,1,0,NaN,NaN
Peter Konz,https://www.pro-football-reference.com/players/K/KonzPe00.htm,2012,55,7,8,2,NaN,NaN
Mike Adams,https://www.pro-football-reference.com/players/A/AdamMi02.htm,2012,56,3,5,3,NaN,1
Brock Osweiler,https://www.pro-football-reference.com/players/O/OsweBr00.htm,2012,57,0,0,0,5,5
Lavonte David,https://www.pro-football-reference.com/players/D/DaviLa00.htm,2012,58,9,15,6,10,13
Vinny Curry,https://www.pro-football-reference.com/players/C/CurrVi00.htm,2012,59,1,2,2,1,2
Kelechi Osemele,https://www.pro-football-reference.com/players/O/OsemKe00.htm,2012,60,7,3,8,6,13
LaMichael James,https://www.pro-football-reference.com/players/J/JameLa00.htm,2012,61,1,1,0,0,NaN
Casey Hayward,https://www.pro-football-reference.com/players/H/HaywCa00.htm,2012,62,4,0,2,4,12
Rueben Randle,https://www.pro-football-reference.com/players/R/RandRu00.htm,2012,63,3,4,8,7,NaN
Dwayne Allen,https://www.pro-football-reference.com/players/A/AlleDw00.htm,2012,64,4,0,3,1,4
Trumaine Johnson,https://www.pro-football-reference.com/players/J/JohnTr05.htm,2012,65,2,5,3,7,4
Josh Robinson,https://www.pro-football-reference.com/players/R/RobiJo01.htm,2012,66,3,3,3,0,1
Ronnie Hillman,https://www.pro-football-reference.com/players/H/HillRo00.htm,2012,67,3,3,5,5,1.333333333
DeVier Posey,https://www.pro-football-reference.com/players/P/PoseDe00.htm,2012,68,1,1,0,NaN,NaN
T.J. Graham,https://www.pro-football-reference.com/players/G/GrahT.00.htm,2012,69,3,3,1,0,NaN
Bryan Anger,https://www.pro-football-reference.com/players/A/AngeBr00.htm,2012,70,3,3,3,3,2
Josh LeRibeus,https://www.pro-football-reference.com/players/L/LeRiJo00.htm,2012,71,1,NaN,1,6,NaN
Olivier Vernon,https://www.pro-football-reference.com/players/V/VernOl00.htm,2012,72,2,8,6,7,14
Brandon Taylor,https://www.pro-football-reference.com/players/T/TaylBr02.htm,2012,73,1,NaN,NaN,NaN,NaN
Donald Stephenson,https://www.pro-football-reference.com/players/S/StepDo00.htm,2012,74,3,4,1,5,5
Russell Wilson,https://www.pro-football-reference.com/players/W/WilsRu00.htm,2012,75,16,17,19,19,14
Brandon Brooks,https://www.pro-football-reference.com/players/B/BrooBr00.htm,2012,76,0,6,7,6,7
Demario Davis,https://www.pro-football-reference.com/players/D/DaviDe00.htm,2012,77,3,7,8,9,6
Michael Egnew,https://www.pro-football-reference.com/players/E/EgneMi00.htm,2012,78,0,0,NaN,NaN,NaN
Brandon Hardin,https://www.pro-football-reference.com/players/H/HardBr01.htm,2012,79,NaN,NaN,NaN,NaN,NaN
Jamell Fleming,https://www.pro-football-reference.com/players/F/FlemJa00.htm,2012,80,2,0,2,1,NaN
Tyrone Crawford,https://www.pro-football-reference.com/players/C/CrawTy00.htm,2012,81,1,NaN,6,7,7
Mike Martin,https://www.pro-football-reference.com/players/M/MartMi01.htm,2012,82,2,2,2,0,NaN
Mohamed Sanu,https://www.pro-football-reference.com/players/S/SanuMo00.htm,2012,83,2,4,8,5,7
Bernard Pierce,https://www.pro-football-reference.com/players/P/PierBe00.htm,2012,84,4,3,3,0,NaN
Bill Bentley,https://www.pro-football-reference.com/players/B/BentBi00.htm,2012,85,1,2,0,0,NaN
Sean Spence,https://www.pro-football-reference.com/players/S/SpenSe00.htm,2012,86,NaN,NaN,5,3,4
John Hughes,https://www.pro-football-reference.com/players/H/HughJo00.htm,2012,87,3,2,2,2,0.666666667
Nick Foles,https://www.pro-football-reference.com/players/F/FoleNi00.htm,2012,88,4,11,5,3,1
Akiem Hicks,https://www.pro-football-reference.com/players/H/HickAk00.htm,2012,89,1,9,5,2,7
Jake Bequette,https://www.pro-football-reference.com/players/B/BequJa00.htm,2012,90,0,0,NaN,NaN,NaN
Lamar Holmes,https://www.pro-football-reference.com/players/H/HolmLa00.htm,2012,91,0,8,2,NaN,NaN
T.Y. Hilton,https://www.pro-football-reference.com/players/H/HiltT.00.htm,2012,92,8,10,12,8,14
Brandon Thompson,https://www.pro-football-reference.com/players/T/ThomBr01.htm,2012,93,0,5,1,1,NaN
Jayron Hosley,https://www.pro-football-reference.com/players/H/HoslJa00.htm,2012,94,3,1,1,3,NaN
Tony Bergstrom,https://www.pro-football-reference.com/players/B/BergTo00.htm,2012,95,1,NaN,NaN,2,1
Chris Givens,https://www.pro-football-reference.com/players/G/GiveCh00.htm,2012,96,5,5,1,1.333333333,NaN
Lamar Miller,https://www.pro-football-reference.com/players/M/MillLa01.htm,2012,97,2,5,11,7,7
Gino Gradkowski,https://www.pro-football-reference.com/players/G/GradGi00.htm,2012,98,1,7,1,1,2
Ben Jones,https://www.pro-football-reference.com/players/J/JoneBe01.htm,2012,99,5,1,8,7,8
Travis Benjamin,https://www.pro-football-reference.com/players/B/BenjTr00.htm,2012,100,3,2,2,7,6
Omar Bolden,https://www.pro-football-reference.com/players/B/BoldOm00.htm,2012,101,1,1,1,2,NaN
Kirk Cousins,https://www.pro-football-reference.com/players/C/CousKi00.htm,2012,102,2,NaN,4,12,15
Frank Alexander,https://www.pro-football-reference.com/players/A/AlexFr00.htm,2012,103,3,3,0,NaN,NaN
Joe Adams,https://www.pro-football-reference.com/players/A/AdamJo01.htm,2012,104,0,NaN,NaN,NaN,NaN
Nigel Bradham,https://www.pro-football-reference.com/players/B/BradNi00.htm,2012,105,4,2,8,6,8
Robert Turbin,https://www.pro-football-reference.com/players/T/TurbRo00.htm,2012,106,5,3,4,0.666666667,3
Devon Wylie,https://www.pro-football-reference.com/players/W/WyliDe00.htm,2012,107,0,0,NaN,NaN,NaN
Philip Blake,https://www.pro-football-reference.com/players/B/BlakPh00.htm,2012,108,NaN,NaN,NaN,NaN,NaN
Alameda Ta'amu,https://www.pro-football-reference.com/players/T/Ta'aAl00.htm,2012,109,NaN,2,1,NaN,NaN
Ladarius Green,https://www.pro-football-reference.com/players/G/GreeLa00.htm,2012,110,0,4,2,3,3
Evan Rodriguez,https://www.pro-football-reference.com/players/R/RodrEv00.htm,2012,111,0,0,0,NaN,NaN
Bobby Massie,https://www.pro-football-reference.com/players/M/MassBo00.htm,2012,112,5,1,7,8,6
Kyle Wilber,https://www.pro-football-reference.com/players/W/WilbKy00.htm,2012,113,1,3,2,3,2
Jaye Howard,https://www.pro-football-reference.com/players/H/HowaJa00.htm,2012,114,0,1,6,8,3
Coty Sensabaugh,https://www.pro-football-reference.com/players/S/SensCo00.htm,2012,115,2,2,3,6,1.333333333
Orson Charles,https://www.pro-football-reference.com/players/C/CharOr00.htm,2012,116,1,0,NaN,NaN,0
Joe Looney,https://www.pro-football-reference.com/players/L/LoonJo01.htm,2012,117,NaN,0,3,3,2
Jarius Wright,https://www.pro-football-reference.com/players/W/WrigJa02.htm,2012,118,4,4,5,5,1
Keenan Robinson,https://www.pro-football-reference.com/players/R/RobiKe01.htm,2012,119,1,NaN,7,5,4
James-Michael Johnson,https://www.pro-football-reference.com/players/J/JohnJa04.htm,2012,120,4,2,5,0,NaN
Keshawn Martin,https://www.pro-football-reference.com/players/M/MartKe01.htm,2012,121,1,2,1,3,0
Nick Toon,https://www.pro-football-reference.com/players/T/ToonNi00.htm,2012,122,NaN,1,2,0,NaN
Brandon Boykin,https://www.pro-football-reference.com/players/B/BoykBr00.htm,2012,123,2,4,1,2,NaN
Ron Brooks,https://www.pro-football-reference.com/players/B/BrooRo01.htm,2012,124,1,1,1,1,2
Ronnell Lewis,https://www.pro-football-reference.com/players/L/LewiRo02.htm,2012,125,1,NaN,NaN,NaN,NaN
Jared Crick,https://www.pro-football-reference.com/players/C/CricJa00.htm,2012,126,2,2,8,10,8
Adrien Robinson,https://www.pro-football-reference.com/players/R/RobiAd00.htm,2012,127,0,0,0,NaN,NaN
Rhett Ellison,https://www.pro-football-reference.com/players/E/ElliRh00.htm,2012,128,1,1,2,1,0
Miles Burris,https://www.pro-football-reference.com/players/B/BurrMi00.htm,2012,129,6,1,7,NaN,NaN
Christian Thompson,https://www.pro-football-reference.com/players/T/ThomCh01.htm,2012,130,0,NaN,NaN,NaN,NaN
Brandon Mosley,https://www.pro-football-reference.com/players/M/MoslBr00.htm,2012,131,NaN,1,1,NaN,NaN
Mike Daniels,https://www.pro-football-reference.com/players/D/DaniMi00.htm,2012,132,2,2,7,9,7
Jerron McMillian,https://www.pro-football-reference.com/players/M/McMiJe00.htm,2012,133,1,1,NaN,NaN,NaN
Greg Childs,https://www.pro-football-reference.com/players/C/ChilGr00.htm,2012,134,NaN,NaN,NaN,NaN,NaN
Matt Johnson,https://www.pro-football-reference.com/players/J/JohnMa05.htm,2012,135,NaN,NaN,NaN,NaN,NaN
Josh Chapman,https://www.pro-football-reference.com/players/C/ChapJo00.htm,2012,136,NaN,1,6,NaN,NaN
Malik Jackson,https://www.pro-football-reference.com/players/J/JackMa02.htm,2012,137,1,4,3,9,8
Tahir Whitehead,https://www.pro-football-reference.com/players/W/WhitTa00.htm,2012,138,1,1,8,4,7
Robert Blanton,https://www.pro-football-reference.com/players/B/BlanRo00.htm,2012,139,1,2,5,1,1
Najee Goode,https://www.pro-football-reference.com/players/G/GoodNa00.htm,2012,140,0,2,0,1,1
Adam Gettis,https://www.pro-football-reference.com/players/G/GettAd00.htm,2012,141,NaN,1,NaN,0,0
Brandon Marshall,https://www.pro-football-reference.com/players/M/MarsBr01.htm,2012,142,0,0,7,9,5
Josh Norman,https://www.pro-football-reference.com/players/N/NormJo01.htm,2012,143,5,0,4,15,5
Zebrie Sanders,https://www.pro-football-reference.com/players/S/SandZe00.htm,2012,144,NaN,NaN,NaN,NaN,NaN
Taylor Thompson,https://www.pro-football-reference.com/players/T/ThomTa00.htm,2012,145,0,0,0,NaN,NaN
DeQuan Menzie,https://www.pro-football-reference.com/players/M/MenzDe00.htm,2012,146,NaN,NaN,NaN,NaN,NaN
Tank Carder,https://www.pro-football-reference.com/players/C/CardTa00.htm,2012,147,1,1,1,1,1
Chris Greenwood,https://www.pro-football-reference.com/players/G/GreeCh01.htm,2012,148,NaN,0,NaN,NaN,NaN
Johnnie Troutman,https://www.pro-football-reference.com/players/T/TrouJo00.htm,2012,149,NaN,6,8,NaN,NaN
Rokevious Watkins,https://www.pro-football-reference.com/players/W/WatkRo00.htm,2012,150,0,1,NaN,NaN,NaN
Senio Kelemete,https://www.pro-football-reference.com/players/K/KeleSe00.htm,2012,151,0,NaN,1,4,6
Danny Coale,https://www.pro-football-reference.com/players/C/CoalDa00.htm,2012,152,NaN,NaN,NaN,NaN,NaN
Dennis Kelly,https://www.pro-football-reference.com/players/K/KellDe00.htm,2012,153,4,NaN,1,2,4
Korey Toomer,https://www.pro-football-reference.com/players/T/ToomKo00.htm,2012,154,NaN,NaN,0.666666667,1,4
Josh Kaddu,https://www.pro-football-reference.com/players/K/KaddJo00.htm,2012,155,0,0,0,NaN,NaN
Shaun Prater,https://www.pro-football-reference.com/players/P/PratSh00.htm,2012,156,NaN,0.666666667,1,0,NaN
Bradie Ewing,https://www.pro-football-reference.com/players/E/EwinBr00.htm,2012,157,NaN,0,NaN,NaN,NaN
Jack Crawford,https://www.pro-football-reference.com/players/C/CrawJa00.htm,2012,158,0,1,1,2,5
Chris Rainey,https://www.pro-football-reference.com/players/R/RainCh00.htm,2012,159,1,0,NaN,NaN,NaN
Ryan Miller,https://www.pro-football-reference.com/players/M/MillRy00.htm,2012,160,1,NaN,NaN,NaN,NaN
Randy Bullock,https://www.pro-football-reference.com/players/B/BullRa00.htm,2012,161,NaN,1,3,0.666666667,0
Corey White,https://www.pro-football-reference.com/players/W/WhitCo01.htm,2012,162,2,4,4,0.666666667,2
Terrell Manning,https://www.pro-football-reference.com/players/M/MannTe00.htm,2012,163,0,0,0,NaN,NaN
Jonathan Massaquoi,https://www.pro-football-reference.com/players/M/MassJo00.htm,2012,164,1,3,2,NaN,NaN
Darius Fleming,https://www.pro-football-reference.com/players/F/FlemDa00.htm,2012,165,NaN,NaN,1,0,NaN
Marvin Jones,https://www.pro-football-reference.com/players/J/JoneMa02.htm,2012,166,2,7,NaN,9,8
George Iloka,https://www.pro-football-reference.com/players/I/IlokGe00.htm,2012,167,0,7,6,5,6
Juron Criner,https://www.pro-football-reference.com/players/C/CrinJu00.htm,2012,168,1,0,NaN,NaN,NaN
Asa Jackson,https://www.pro-football-reference.com/players/J/JackAs00.htm,2012,169,0,0,2,0,1
Vick Ballard,https://www.pro-football-reference.com/players/B/BallVi00.htm,2012,170,5,0,NaN,NaN,NaN
Greg Zuerlein,https://www.pro-football-reference.com/players/Z/ZuerGr00.htm,2012,171,3,4,2,0,4
Jeremy Lane,https://www.pro-football-reference.com/players/L/LaneJe00.htm,2012,172,2,1,1,2,3
Alfred Morris,https://www.pro-football-reference.com/players/M/MorrAl00.htm,2012,173,13,7,6,4,2
Keith Tandy,https://www.pro-football-reference.com/players/T/TandKe00.htm,2012,174,1,2,1,1,3
Blair Walsh,https://www.pro-football-reference.com/players/W/WalsBl00.htm,2012,175,6,3,2,3,0
Mike Harris,https://www.pro-football-reference.com/players/H/HarrMi00.htm,2012,176,3,2,1,NaN,NaN
Justin Bethel,https://www.pro-football-reference.com/players/B/BethJu00.htm,2012,177,1,3,3,5,3
Mark Asper,https://www.pro-football-reference.com/players/A/AspeMa00.htm,2012,178,0,0,NaN,NaN,NaN
Andrew Tiller,https://www.pro-football-reference.com/players/T/TillAn01.htm,2012,179,NaN,NaN,0,3,3
Trent Robinson,https://www.pro-football-reference.com/players/R/RobiTr02.htm,2012,180,0,1,2,3,NaN
Winston Guy,https://www.pro-football-reference.com/players/G/GuyxWi00.htm,2012,181,0,1,0.666666667,1,0
Cyrus Gray,https://www.pro-football-reference.com/players/G/GrayCy00.htm,2012,182,0,1,0,NaN,NaN
B.J. Cunningham,https://www.pro-football-reference.com/players/C/CunnB.00.htm,2012,183,NaN,0,NaN,NaN,NaN
Isaiah Frey,https://www.pro-football-reference.com/players/F/FreyIs00.htm,2012,184,NaN,2,0.666666667,NaN,NaN
Ryan Lindley,https://www.pro-football-reference.com/players/L/LindRy00.htm,2012,185,NaN,NaN,1,0,NaN
James Hanna,https://www.pro-football-reference.com/players/H/HannJa00.htm,2012,186,1,1,0,0,NaN
Josh Bush,https://www.pro-football-reference.com/players/B/BushJo00.htm,2012,187,1,1,0,1,NaN
Danny Trevathan,https://www.pro-football-reference.com/players/T/TrevDa00.htm,2012,188,2,9,1,9,4
Christo Bilukidi,https://www.pro-football-reference.com/players/B/BiluCh00.htm,2012,189,1,0,0,NaN,NaN
Markelle Martin,https://www.pro-football-reference.com/players/M/MartMa00.htm,2012,190,NaN,NaN,NaN,NaN,NaN
Dan Herron,https://www.pro-football-reference.com/players/H/HerrDa00.htm,2012,191,0,1,4,0,NaN
Charles Mitchell,https://www.pro-football-reference.com/players/M/MitcCh01.htm,2012,192,1,NaN,NaN,NaN,NaN
Tom Compton,https://www.pro-football-reference.com/players/C/CompTo00.htm,2012,193,NaN,1,5,2,2
Marvin McNutt,https://www.pro-football-reference.com/players/M/McNuMa00.htm,2012,194,0,0,NaN,NaN,NaN
Nick Mondek,https://www.pro-football-reference.com/players/M/MondNi00.htm,2012,195,NaN,NaN,NaN,NaN,NaN
Jonte Green,https://www.pro-football-reference.com/players/G/GreeJo03.htm,2012,196,3,1,NaN,NaN,NaN
Nate Ebner,https://www.pro-football-reference.com/players/E/EbneNa00.htm,2012,197,1,1,1,1,5
Tommy Streeter,https://www.pro-football-reference.com/players/S/StreTo00.htm,2012,198,NaN,NaN,0,NaN,NaN
Jason Slowey,https://www.pro-football-reference.com/players/S/SlowJa00.htm,2012,199,NaN,NaN,NaN,NaN,NaN
Brandon Washington,https://www.pro-football-reference.com/players/W/WashBr00.htm,2012,200,NaN,0,NaN,NaN,NaN
Matt McCants,https://www.pro-football-reference.com/players/M/McCaMa00.htm,2012,201,NaN,2,1,0,0
Terrance Ganaway,https://www.pro-football-reference.com/players/G/GanaTe00.htm,2012,202,0,NaN,NaN,NaN,NaN
Robert Griffin,https://www.pro-football-reference.com/players/G/GrifRo03.htm,2012,203,NaN,NaN,NaN,NaN,NaN
Emmanuel Acho,https://www.pro-football-reference.com/players/A/AchoEm00.htm,2012,204,NaN,0,2,NaN,NaN
Billy Winn,https://www.pro-football-reference.com/players/W/WinnBi00.htm,2012,205,6,2,4,2,2
LaVon Brazill,https://www.pro-football-reference.com/players/B/BrazLa00.htm,2012,206,1,2,NaN,NaN,NaN
Brad Nortman,https://www.pro-football-reference.com/players/N/NortBr00.htm,2012,207,1,3,2,2,3
Justin Anderson,https://www.pro-football-reference.com/players/A/AndeJu00.htm,2012,208,NaN,NaN,NaN,NaN,NaN
Aaron Brown,https://www.pro-football-reference.com/players/B/BrowAa01.htm,2012,209,NaN,NaN,NaN,NaN,NaN
Audie Cole,https://www.pro-football-reference.com/players/C/ColeAu00.htm,2012,210,0,2,2,1,2
Scott Solomon,https://www.pro-football-reference.com/players/S/SoloSc00.htm,2012,211,1,0,0.666666667,0,NaN
Michael Smith,https://www.pro-football-reference.com/players/S/SmitMi01.htm,2012,212,0,NaN,NaN,NaN,NaN
Richard Crawford,https://www.pro-football-reference.com/players/C/CrawRi00.htm,2012,213,1,NaN,NaN,NaN,NaN
Tim Fugger,https://www.pro-football-reference.com/players/F/FuggTi00.htm,2012,214,NaN,NaN,NaN,NaN,NaN
Kheeston Randall,https://www.pro-football-reference.com/players/R/RandKh00.htm,2012,215,1,NaN,NaN,NaN,NaN
D.J. Campbell,https://www.pro-football-reference.com/players/C/CampD.00.htm,2012,216,2,0,NaN,NaN,NaN
Jordan Bernstine,https://www.pro-football-reference.com/players/B/BernJo00.htm,2012,217,0,NaN,NaN,NaN,NaN
Jerome Long,https://www.pro-football-reference.com/players/L/LongJe00.htm,2012,218,NaN,0,NaN,NaN,NaN
Trevor Guyton,https://www.pro-football-reference.com/players/G/GuytTr00.htm,2012,219,NaN,NaN,NaN,NaN,NaN
Greg McCoy,https://www.pro-football-reference.com/players/M/McCoGr00.htm,2012,220,NaN,NaN,NaN,NaN,NaN
Nate Potter,https://www.pro-football-reference.com/players/P/PottNa00.htm,2012,221,2,1,NaN,NaN,NaN
Caleb McSurdy,https://www.pro-football-reference.com/players/M/McSuCa00.htm,2012,222,NaN,NaN,NaN,NaN,NaN
Travis Lewis,https://www.pro-football-reference.com/players/L/LewiTr00.htm,2012,223,1,1,0,2,NaN
Alfonzo Dennard,https://www.pro-football-reference.com/players/D/DennAl00.htm,2012,224,3,4,2,NaN,NaN
J.R. Sweezy,https://www.pro-football-reference.com/players/S/SweeJ.00.htm,2012,225,2,8,9,8,NaN
David Molk,https://www.pro-football-reference.com/players/M/MolkDa00.htm,2012,226,1,NaN,2,0,NaN
Rishard Matthews,https://www.pro-football-reference.com/players/M/MattRi00.htm,2012,227,1,3,1,4,8
Jeris Pendleton,https://www.pro-football-reference.com/players/P/PendJe00.htm,2012,228,0,0,NaN,NaN,NaN
Bryce Brown,https://www.pro-football-reference.com/players/B/BrowBr02.htm,2012,229,3,3,2,1,NaN
Nathan Stupar,https://www.pro-football-reference.com/players/S/StupNa01.htm,2012,230,NaN,0,1,3,4
Toney Clemons,https://www.pro-football-reference.com/players/C/ClemTo00.htm,2012,231,0,NaN,NaN,NaN,NaN
Greg Scruggs,https://www.pro-football-reference.com/players/S/ScruGr00.htm,2012,232,1,NaN,0,0,0
Drake Dunsmore,https://www.pro-football-reference.com/players/D/DunsDr00.htm,2012,233,NaN,NaN,NaN,NaN,NaN
Marcel Jones,https://www.pro-football-reference.com/players/J/JoneMa03.htm,2012,234,NaN,NaN,NaN,NaN,NaN
Jeremy Ebert,https://www.pro-football-reference.com/players/E/EberJe00.htm,2012,235,NaN,0,NaN,NaN,NaN
DeAngelo Tyson,https://www.pro-football-reference.com/players/T/TysoDe00.htm,2012,236,1,2,3,NaN,NaN
Cam Johnson,https://www.pro-football-reference.com/players/J/JohnCa01.htm,2012,237,0,1,0,0,4
Junior Hemingway,https://www.pro-football-reference.com/players/H/HemiJu00.htm,2012,238,0,1,1,NaN,NaN
Markus Kuhn,https://www.pro-football-reference.com/players/K/KuhnMa00.htm,2012,239,1,0,2,3,NaN
David Paulson,https://www.pro-football-reference.com/players/P/PaulDa01.htm,2012,240,0,1,NaN,NaN,NaN
Andrew Datko,https://www.pro-football-reference.com/players/D/DatkAn00.htm,2012,241,NaN,NaN,NaN,NaN,NaN
Antonio Allen,https://www.pro-football-reference.com/players/A/AlleAn02.htm,2012,242,1,4,3,NaN,1
B.J. Coleman,https://www.pro-football-reference.com/players/C/ColeB.00.htm,2012,243,NaN,NaN,NaN,NaN,NaN
Jordan White,https://www.pro-football-reference.com/players/W/WhitJo02.htm,2012,244,0,NaN,NaN,NaN,NaN
Trevin Wade,https://www.pro-football-reference.com/players/W/WadeTr00.htm,2012,245,1,0,NaN,2,2
Terrence Frederick,https://www.pro-football-reference.com/players/F/FredTe00.htm,2012,246,0,NaN,1,NaN,NaN
Brad Smelley,https://www.pro-football-reference.com/players/S/SmelBr00.htm,2012,247,0,0,NaN,NaN,NaN
Kelvin Beachum,https://www.pro-football-reference.com/players/B/BeacKe00.htm,2012,248,2,6,8,3,6
Travian Robertson,https://www.pro-football-reference.com/players/R/RobeTr00.htm,2012,249,1,0,0,NaN,NaN
Edwin Baker,https://www.pro-football-reference.com/players/B/BakeEd01.htm,2012,250,NaN,1,0,NaN,NaN
John Potter,https://www.pro-football-reference.com/players/P/PottJo00.htm,2012,251,0,0,NaN,NaN,NaN
Daryl Richardson,https://www.pro-football-reference.com/players/R/RichDa00.htm,2012,252,4,3,NaN,NaN,0
Chandler Harnish,https://www.pro-football-reference.com/players/H/HarnCh00.htm,2012,253,NaN,NaN,NaN,NaN,NaN
