name,url,year_drafted,pick,year_1_av,year_2_av,year_3_av,year_4_av,year_5_av
Caleb Williams,https://www.pro-football-reference.com/players/W/WillCa03.htm,2024,1,12.0,NaN,NaN,NaN,NaN
Jayden Daniels,https://www.pro-football-reference.com/players/D/DaniJa02.htm,2024,2,20.0,NaN,NaN,NaN,NaN
Drake Maye,https://www.pro-football-reference.com/players/M/MayeDr00.htm,2024,3,8.0,NaN,NaN,NaN,NaN
Marvin Harrison Jr.,https://www.pro-football-reference.com/players/H/HarrMa09.htm,2024,4,8.0,NaN,NaN,NaN,NaN
Joe Alt,https://www.pro-football-reference.com/players/A/AltxJo01.htm,2024,5,8.0,NaN,NaN,NaN,NaN
Malik Nabers,https://www.pro-football-reference.com/players/N/NabeMa00.htm,2024,6,9.0,NaN,NaN,NaN,NaN
JC Latham,https://www.pro-football-reference.com/players/L/LathJC00.htm,2024,7,7.0,NaN,NaN,NaN,NaN
Michael Penix,https://www.pro-football-reference.com/players/P/PeniMi00.htm,2024,8,2.0,NaN,NaN,NaN,NaN
Rome Odunze,https://www.pro-football-reference.com/players/O/OdunRo00.htm,2024,9,6.0,NaN,NaN,NaN,NaN
J.J. McCarthy,https://www.pro-football-reference.com/players/M/McCaJJ00.htm,2024,10,NaN,NaN,NaN,NaN,NaN
Olumuyiwa Fashanu,https://www.pro-football-reference.com/players/F/FashOl00.htm,2024,11,4.0,NaN,NaN,NaN,NaN
Bo Nix,https://www.pro-football-reference.com/players/N/NixxBo00.htm,2024,12,13.0,NaN,NaN,NaN,NaN
Brock Bowers,https://www.pro-football-reference.com/players/B/BoweBr01.htm,2024,13,9.0,NaN,NaN,NaN,NaN
Taliese Fuaga,https://www.pro-football-reference.com/players/F/FuagTa00.htm,2024,14,8.0,NaN,NaN,NaN,NaN
Laiatu Latu,https://www.pro-football-reference.com/players/L/LatuLa00.htm,2024,15,2.0,NaN,NaN,NaN,NaN
Byron Murphy,https://www.pro-football-reference.com/players/M/MurpBy01.htm,2024,16,5.0,NaN,NaN,NaN,NaN
Dallas Turner,https://www.pro-football-reference.com/players/T/TurnDa01.htm,2024,17,2.0,NaN,NaN,NaN,NaN
Amarius Mims,https://www.pro-football-reference.com/players/M/MimsAm00.htm,2024,18,8.0,NaN,NaN,NaN,NaN
Jared Verse,https://www.pro-football-reference.com/players/V/VersJa00.htm,2024,19,10.0,NaN,NaN,NaN,NaN
Troy Fautanu,https://www.pro-football-reference.com/players/F/FautTr00.htm,2024,20,0.0,NaN,NaN,NaN,NaN
Chop Robinson,https://www.pro-football-reference.com/players/R/RobiCh00.htm,2024,21,2.0,NaN,NaN,NaN,NaN
Quinyon Mitchell,https://www.pro-football-reference.com/players/M/MitcQu00.htm,2024,22,6.0,NaN,NaN,NaN,NaN
Brian Thomas,https://www.pro-football-reference.com/players/T/ThomBr06.htm,2024,23,11.0,NaN,NaN,NaN,NaN
Terrion Arnold,https://www.pro-football-reference.com/players/A/ArnoTe00.htm,2024,24,5.0,NaN,NaN,NaN,NaN
Jordan Morgan,https://www.pro-football-reference.com/players/M/MorgJo03.htm,2024,25,1.0,NaN,NaN,NaN,NaN
Graham Barton,https://www.pro-football-reference.com/players/B/BartGr00.htm,2024,26,8.0,NaN,NaN,NaN,NaN
Darius Robinson,https://www.pro-football-reference.com/players/R/RobiDa01.htm,2024,27,0.0,NaN,NaN,NaN,NaN
