name,url,year_drafted,pick,year_1_av,year_2_av,year_3_av,year_4_av,year_5_av
Dez Bryant,https://www.pro-football-reference.com/players/B/BryaDe01.htm,2010,24,7,8,11,12,14
Tim Tebow,https://www.pro-football-reference.com/players/T/TeboTi00.htm,2010,25,3,8,1,NaN,NaN
Dan Williams,https://www.pro-football-reference.com/players/W/WillDa99.htm,2010,26,2,4,7,5,5
Devin McCourty,https://www.pro-football-reference.com/players/M/McCoDe99.htm,2010,27,10,5,7,10,6
Jared Odrick,https://www.pro-football-reference.com/players/O/OdriJa99.htm,2010,28,0,5,7,4,6
Kyle Wilson,https://www.pro-football-reference.com/players/W/WilsKy99.htm,2010,29,3,3,7,1,1
Jahvid Best,https://www.pro-football-reference.com/players/B/BestJa00.htm,2010,30,8,5,NaN,NaN,NaN
Jerry Hughes,https://www.pro-football-reference.com/players/H/HughJe99.htm,2010,31,1,1,4,3,10
Patrick Robinson,https://www.pro-football-reference.com/players/R/RobiPa99.htm,2010,32,2,4,6,0,3
Rodger Saffold,https://www.pro-football-reference.com/players/S/SaffRo20.htm,2010,33,6,2,4,5,7
Chris Cook,https://www.pro-football-reference.com/players/C/CookCh99.htm,2010,34,2,1,3,4,0
Brian Price,https://www.pro-football-reference.com/players/P/PricBr99.htm,2010,35,0,4,NaN,NaN,NaN
Dexter McCluster,https://www.pro-football-reference.com/players/M/McClDe00.htm,2010,36,4,4,3,7,2
Nate Allen,https://www.pro-football-reference.com/players/A/AlleNa99.htm,2010,37,5,5,5,7,6
T.J. Ward,https://www.pro-football-reference.com/players/W/WardT.99.htm,2010,38,6,4,6,11,7
Arrelious Benn,https://www.pro-football-reference.com/players/B/BennAr00.htm,2010,39,4,3,0,NaN,NaN
Koa Misi,https://www.pro-football-reference.com/players/M/MisiKo99.htm,2010,40,6,5,7,6,4
Torell Troup,https://www.pro-football-reference.com/players/T/TrouTo00.htm,2010,41,2,0,NaN,NaN,NaN
Rob Gronkowski,https://www.pro-football-reference.com/players/G/GronRo00.htm,2010,42,7,14,9,5,13
Sergio Kindle,https://www.pro-football-reference.com/players/K/KindSe99.htm,2010,43,NaN,0,0,NaN,NaN
Lamarr Houston,https://www.pro-football-reference.com/players/H/HousLa99.htm,2010,44,7,6,7,7,3
Zane Beadles,https://www.pro-football-reference.com/players/B/BeadZa20.htm,2010,45,7,6,11,11,6
Linval Joseph,https://www.pro-football-reference.com/players/J/JoseLi99.htm,2010,46,1,6,7,8,8
Daryl Washington,https://www.pro-football-reference.com/players/W/WashDa99.htm,2010,47,5,8,16,7,NaN
Jimmy Clausen,https://www.pro-football-reference.com/players/C/ClauJi00.htm,2010,48,0,NaN,NaN,NaN,1
Taylor Mays,https://www.pro-football-reference.com/players/M/MaysTa99.htm,2010,49,3,1,2,1,1
Javier Arenas,https://www.pro-football-reference.com/players/A/ArenJa99.htm,2010,50,2,2,4,1,0
Toby Gerhart,https://www.pro-football-reference.com/players/G/GerhTo00.htm,2010,51,3,5,3,3,3
Jason Worilds,https://www.pro-football-reference.com/players/W/WoriJa99.htm,2010,52,2,5,3,6,8
Jermaine Cunningham,https://www.pro-football-reference.com/players/C/CunnJe99.htm,2010,53,4,1,3,0,NaN
Carlos Dunlap,https://www.pro-football-reference.com/players/D/DunlCa99.htm,2010,54,2,2,5,10,9
Sean Lee,https://www.pro-football-reference.com/players/L/LeexSe99.htm,2010,55,2,8,3,5,NaN
Mike Neal,https://www.pro-football-reference.com/players/N/NealMi99.htm,2010,56,0,0,2,5,3
Terrence Cody,https://www.pro-football-reference.com/players/C/CodyTe99.htm,2010,57,1,8,3,2,0
Ben Tate,https://www.pro-football-reference.com/players/T/TateBe00.htm,2010,58,NaN,7,2,4,1.333333333
Montario Hardesty,https://www.pro-football-reference.com/players/H/HardMo00.htm,2010,59,NaN,2,2,NaN,NaN
Golden Tate,https://www.pro-football-reference.com/players/T/TateGo00.htm,2010,60,2,3,8,9,11
Vlad Ducasse,https://www.pro-football-reference.com/players/D/DucaVl20.htm,2010,61,0,1,1,2,3
Brandon Spikes,https://www.pro-football-reference.com/players/S/SpikBr99.htm,2010,62,4,3,7,6,6
Pat Angerer,https://www.pro-football-reference.com/players/A/AngePa99.htm,2010,63,5,7,2,5,NaN
Charles Brown,https://www.pro-football-reference.com/players/B/BrowCh28.htm,2010,64,0,4,3,8,0
Jerome Murphy,https://www.pro-football-reference.com/players/M/MurpJe99.htm,2010,65,2,NaN,0,1,NaN
Amari Spievey,https://www.pro-football-reference.com/players/S/SpieAm99.htm,2010,66,3,7,1,NaN,NaN
Myron Lewis,https://www.pro-football-reference.com/players/L/LewiMy99.htm,2010,67,1,0,0,NaN,NaN
Jon Asamoah,https://www.pro-football-reference.com/players/A/AsamJo20.htm,2010,68,1,5,4,5,8
Jared Veldheer,https://www.pro-football-reference.com/players/V/VeldJa20.htm,2010,69,6,8,7,2,7
Ed Dickson,https://www.pro-football-reference.com/players/D/DickEd00.htm,2010,70,1,5,2,2,1
Morgan Burnett,https://www.pro-football-reference.com/players/B/BurnMo99.htm,2010,71,2,5,6,5,5
Alex Carrington,https://www.pro-football-reference.com/players/C/CarrAl99.htm,2010,72,1,3,1,1,1
John Jerry,https://www.pro-football-reference.com/players/J/JerrJo20.htm,2010,73,4,2,7,7,8
D'Anthony Smith,https://www.pro-football-reference.com/players/S/SmitDA99.htm,2010,74,NaN,NaN,1,0,NaN
Major Wright,https://www.pro-football-reference.com/players/W/WrigMa99.htm,2010,75,1,5,7,5,2
Damian Williams,https://www.pro-football-reference.com/players/W/WillDa04.htm,2010,77,2,5,2,2,0
Brandon LaFell,https://www.pro-football-reference.com/players/L/LaFeBr00.htm,2010,78,3,6,6,7,11
Donald Butler,https://www.pro-football-reference.com/players/B/ButlDo99.htm,2010,79,NaN,7,6,6,6
J.D. Walton,https://www.pro-football-reference.com/players/W/WaltJ.20.htm,2010,80,7,6,2,NaN,8
Earl Mitchell,https://www.pro-football-reference.com/players/M/MitcEa99.htm,2010,81,1,2,3,6,3
Emmanuel Sanders,https://www.pro-football-reference.com/players/S/SandEm00.htm,2010,82,3,2,5,7,14
Corey Peters,https://www.pro-football-reference.com/players/P/PeteCo00.htm,2010,83,7,8,4,6,2
Jordan Shipley,https://www.pro-football-reference.com/players/S/ShipJo00.htm,2010,84,5,0,1.333333333,NaN,NaN
Colt McCoy,https://www.pro-football-reference.com/players/M/McCoCo00.htm,2010,85,4,5,0,0,3
Daniel Te'o-Nesheim,https://www.pro-football-reference.com/players/T/Teo-Da99.htm,2010,86,1,0,7,4,NaN
Eric Decker,https://www.pro-football-reference.com/players/D/DeckEr00.htm,2010,87,1,6,9,12,7
Andre Roberts,https://www.pro-football-reference.com/players/R/RobeAn00.htm,2010,88,2,4,5,4,3
Armanti Edwards,https://www.pro-football-reference.com/players/E/EdwaAr00.htm,2010,89,0,0,1,0,NaN
Taylor Price,https://www.pro-football-reference.com/players/P/PricTa00.htm,2010,90,1,0,NaN,NaN,NaN
NaVorro Bowman,https://www.pro-football-reference.com/players/B/BowmNa99.htm,2010,91,2,19,15,19,NaN
Shawn Lauvao,https://www.pro-football-reference.com/players/L/LauvSh20.htm,2010,92,1,6,7,4,7
Tony Moeaki,https://www.pro-football-reference.com/players/M/MoeaTo00.htm,2010,93,6,NaN,3,0,1
Kevin Thomas,https://www.pro-football-reference.com/players/T/ThomKe99.htm,2010,94,NaN,2,NaN,NaN,NaN
Jimmy Graham,https://www.pro-football-reference.com/players/G/GrahJi00.htm,2010,95,3,13,8,11,8
Brandon Ghee,https://www.pro-football-reference.com/players/G/GheeBr99.htm,2010,96,0,0,NaN,1,1
Rennie Curran,https://www.pro-football-reference.com/players/C/CurrRe99.htm,2010,97,1,NaN,NaN,NaN,NaN
Mike Johnson,https://www.pro-football-reference.com/players/J/JohnMi23.htm,2010,98,NaN,0,2,NaN,NaN
Mardy Gilyard,https://www.pro-football-reference.com/players/G/GilyMa00.htm,2010,99,1,NaN,0,NaN,NaN
Everson Griffen,https://www.pro-football-reference.com/players/G/GrifEv99.htm,2010,100,1,2,4,2,9
Mike Williams,https://www.pro-football-reference.com/players/W/WillMi04.htm,2010,101,9,6,9,2,1
Darryl Sharpton,https://www.pro-football-reference.com/players/S/SharDa01.htm,2010,102,2,1,3,4,1
Perry Riley,https://www.pro-football-reference.com/players/R/RilePe00.htm,2010,103,1,4,7,7,6
Alterraun Verner,https://www.pro-football-reference.com/players/V/VernAl99.htm,2010,104,5,3,6,13,5
Trevard Lindley,https://www.pro-football-reference.com/players/L/LindTr99.htm,2010,105,1,NaN,NaN,NaN,NaN
Bruce Campbell,https://www.pro-football-reference.com/players/C/CampBr20.htm,2010,106,1,0,0,NaN,NaN
Marcus Easley,https://www.pro-football-reference.com/players/E/EaslMa00.htm,2010,107,NaN,NaN,0,0,0
Jacoby Ford,https://www.pro-football-reference.com/players/F/FordJa01.htm,2010,108,8,3,NaN,1,NaN
Corey Wootton,https://www.pro-football-reference.com/players/W/WootCo99.htm,2010,109,1,1,5,6,2
Darrell Stuckey,https://www.pro-football-reference.com/players/S/StucDa20.htm,2010,110,0,1,1,1,4
Walter Thurmond,https://www.pro-football-reference.com/players/T/ThurWa99.htm,2010,111,1,1,0,3,0
Joe McKnight,https://www.pro-football-reference.com/players/M/McKnJo00.htm,2010,112,1,3,2,NaN,1
Aaron Hernandez,https://www.pro-football-reference.com/players/H/HernAa00.htm,2010,113,7,10,5,NaN,NaN
Dennis Pitta,https://www.pro-football-reference.com/players/P/PittDe00.htm,2010,114,0,4,6,1,1
Phillip Dillard,https://www.pro-football-reference.com/players/D/DillPh99.htm,2010,115,0,NaN,NaN,NaN,NaN
Thaddeus Gibson,https://www.pro-football-reference.com/players/G/GibsTh99.htm,2010,116,0,0,NaN,NaN,NaN
Joe Hawley,https://www.pro-football-reference.com/players/H/HawlJo20.htm,2010,117,1,7,1,4,2
Garrett Graham,https://www.pro-football-reference.com/players/G/GrahGa00.htm,2010,118,0,0,2,3,2
A.J. Edds,https://www.pro-football-reference.com/players/E/EddsA.99.htm,2010,119,NaN,0.666666667,NaN,NaN,0
Geno Atkins,https://www.pro-football-reference.com/players/A/AtkiGe99.htm,2010,120,2,14,18,5,10
Keenan Clayton,https://www.pro-football-reference.com/players/C/ClayKe99.htm,2010,121,1,1,1,NaN,NaN
Mike Kafka,https://www.pro-football-reference.com/players/K/KafkMi00.htm,2010,122,NaN,0,NaN,NaN,NaN
Al Woods,https://www.pro-football-reference.com/players/W/WoodAl99.htm,2010,123,1,0,1,2,2
Eric Norwood,https://www.pro-football-reference.com/players/N/NorwEr99.htm,2010,124,1,1,NaN,NaN,NaN
Clay Harbor,https://www.pro-football-reference.com/players/H/HarbCl00.htm,2010,125,1,1,1,2,2
Akwasi Owusu-Ansah,https://www.pro-football-reference.com/players/O/OwusAk99.htm,2010,126,0,0.666666667,NaN,0,NaN
E.J. Wilson,https://www.pro-football-reference.com/players/W/WilsE.99.htm,2010,127,0,NaN,NaN,NaN,NaN
Jason Fox,https://www.pro-football-reference.com/players/F/FoxxJa20.htm,2010,128,0,NaN,0,2,2
Jacques McClendon,https://www.pro-football-reference.com/players/M/McClJa20.htm,2010,129,0,NaN,NaN,1,2
O'Brien Schofield,https://www.pro-football-reference.com/players/S/SchoOB99.htm,2010,130,1,2,5,2,2
Roddrick Muckelroy,https://www.pro-football-reference.com/players/M/MuckRo99.htm,2010,131,1,NaN,0,NaN,NaN
Michael Hoomanawanui,https://www.pro-football-reference.com/players/H/HoomMi00.htm,2010,132,1,0,1,1,0
Kam Chancellor,https://www.pro-football-reference.com/players/C/ChanKa99.htm,2010,133,1,10,7,12,10
Ricky Sapp,https://www.pro-football-reference.com/players/S/SappRi99.htm,2010,134,NaN,NaN,0,0.666666667,0
Dominique Franks,https://www.pro-football-reference.com/players/F/FranDo99.htm,2010,135,0,3,1,1,1
Kendrick Lewis,https://www.pro-football-reference.com/players/L/LewiKe00.htm,2010,136,5,7,3,5,7
Perrish Cox,https://www.pro-football-reference.com/players/C/CoxxPe99.htm,2010,137,3,NaN,1,0,7
Walter McFadden,https://www.pro-football-reference.com/players/M/McFaWa99.htm,2010,138,0,NaN,NaN,NaN,NaN
John Conner,https://www.pro-football-reference.com/players/C/ConnJo00.htm,2010,139,0,0,0,0,0
Ed Wang,https://www.pro-football-reference.com/players/W/WangEd20.htm,2010,140,0,NaN,NaN,NaN,NaN
Joshua Moore,https://www.pro-football-reference.com/players/M/MoorJo99.htm,2010,141,0,NaN,NaN,NaN,NaN
Cameron Sheffield,https://www.pro-football-reference.com/players/S/ShefCa99.htm,2010,142,NaN,1,0,NaN,NaN
Larry Hart,https://www.pro-football-reference.com/players/H/HartLa99.htm,2010,143,1,NaN,NaN,NaN,NaN
Sherrick McManis,https://www.pro-football-reference.com/players/M/McMaSh99.htm,2010,144,1,1,1,1,1
Nolan Carroll,https://www.pro-football-reference.com/players/C/CarrNo00.htm,2010,145,1,2,4,5,1
Cam Thomas,https://www.pro-football-reference.com/players/T/ThomCa99.htm,2010,146,1,2,2,5,4
Mitch Petrus,https://www.pro-football-reference.com/players/P/PetrMi20.htm,2010,147,1,2,1,NaN,NaN
Robert Johnson,https://www.pro-football-reference.com/players/J/JohnRo99.htm,2010,148,NaN,0,2,NaN,NaN
Hall Davis,https://www.pro-football-reference.com/players/D/DaviHa21.htm,2010,149,0,NaN,0,NaN,NaN
Zoltan Mesko,https://www.pro-football-reference.com/players/M/MeskZo99.htm,2010,150,2,3,1,0,NaN
Chris Scott,https://www.pro-football-reference.com/players/S/ScotCh23.htm,2010,151,NaN,0,NaN,4,1
Otis Hudson,https://www.pro-football-reference.com/players/H/HudsOt20.htm,2010,152,NaN,NaN,NaN,NaN,NaN
Austen Lane,https://www.pro-football-reference.com/players/L/LaneAu99.htm,2010,153,3,1,3,0,NaN
Andrew Quarless,https://www.pro-football-reference.com/players/Q/QuarAn00.htm,2010,154,2,0,NaN,3,4
John Skelton,https://www.pro-football-reference.com/players/S/SkelJo00.htm,2010,155,2,4,NaN,NaN,NaN
David Reed,https://www.pro-football-reference.com/players/R/ReedDa00.htm,2010,156,1,0,1,0,NaN
Arthur Jones,https://www.pro-football-reference.com/players/J/JoneAr22.htm,2010,157,0,2,4,8,2
Matt Tennant,https://www.pro-football-reference.com/players/T/TennMa20.htm,2010,158,1,1,1,NaN,NaN
Riley Cooper,https://www.pro-football-reference.com/players/C/CoopRi00.htm,2010,159,1,2,2,7,4
Larry Asante,https://www.pro-football-reference.com/players/A/AsanLa99.htm,2010,160,0,0,NaN,0,1
Chris DeGeare,https://www.pro-football-reference.com/players/D/DeGeCh20.htm,2010,161,2,NaN,NaN,NaN,NaN
Brody Eldridge,https://www.pro-football-reference.com/players/E/EldrBr00.htm,2010,162,0,0,NaN,NaN,NaN
Reshad Jones,https://www.pro-football-reference.com/players/J/JoneRe99.htm,2010,163,2,6,8,6,4
Crezdon Butler,https://www.pro-football-reference.com/players/B/ButlCr99.htm,2010,164,0,0,0,1,1
Kerry Meier,https://www.pro-football-reference.com/players/M/MeieKe00.htm,2010,165,NaN,0,NaN,NaN,NaN
Stevenson Sylvester,https://www.pro-football-reference.com/players/S/SylvSt99.htm,2010,166,2,2,1,1,NaN
Nate Triplett,https://www.pro-football-reference.com/players/T/TripNa99.htm,2010,167,0,0,NaN,NaN,NaN
Jonathan Crompton,https://www.pro-football-reference.com/players/C/CromJo00.htm,2010,168,NaN,NaN,NaN,NaN,NaN
Marshall Newhouse,https://www.pro-football-reference.com/players/N/NewhMa20.htm,2010,169,NaN,10,9,2,3
Fendi Onobun,https://www.pro-football-reference.com/players/O/OnobFe00.htm,2010,170,0,0,NaN,NaN,NaN
Shann Schillinger,https://www.pro-football-reference.com/players/S/SchiSh99.htm,2010,171,1,1,NaN,0,NaN
Anthony Dixon,https://www.pro-football-reference.com/players/D/DixoAn00.htm,2010,173,1,1,0,1,3
Greg Hardy,https://www.pro-football-reference.com/players/H/HardGr99.htm,2010,175,2,5,6,15,1
Rusty Smith,https://www.pro-football-reference.com/players/S/SmitRu01.htm,2010,176,1,NaN,0,NaN,NaN
Carlton Mitchell,https://www.pro-football-reference.com/players/M/MitcCa00.htm,2010,177,0,0,NaN,NaN,NaN
Arthur Moats,https://www.pro-football-reference.com/players/M/MoatAr00.htm,2010,178,2,1,2,6,4
Sam Young,https://www.pro-football-reference.com/players/Y/YounSa21.htm,2010,179,0,0,3,1,2
Deji Karim,https://www.pro-football-reference.com/players/K/KariDe00.htm,2010,180,1,2,1,0,NaN
Dan LeFevour,https://www.pro-football-reference.com/players/L/LeFeDa00.htm,2010,181,NaN,NaN,NaN,NaN,NaN
Nate Byham,https://www.pro-football-reference.com/players/B/ByhaNa00.htm,2010,182,0,NaN,0,0,NaN
Eric Olsen,https://www.pro-football-reference.com/players/O/OlseEr20.htm,2010,183,0,NaN,3,NaN,0
Adrian Tracy,https://www.pro-football-reference.com/players/T/TracAd99.htm,2010,184,NaN,NaN,1,NaN,NaN
Anthony McCoy,https://www.pro-football-reference.com/players/M/McCoAn00.htm,2010,185,0,1,3,NaN,NaN
Clifton Geathers,https://www.pro-football-reference.com/players/G/GeatCl99.htm,2010,186,0,0,1,1,1
Shelley Smith,https://www.pro-football-reference.com/players/S/SmitSh22.htm,2010,187,NaN,NaN,3,2,2
Jonathan Dwyer,https://www.pro-football-reference.com/players/D/DwyeJo00.htm,2010,188,0,1,5,2,0
Eugene Sims,https://www.pro-football-reference.com/players/S/SimsEu99.htm,2010,189,1,1,2,2,3
Travis Goethel,https://www.pro-football-reference.com/players/G/GoetTr99.htm,2010,190,1,NaN,0,NaN,NaN
Dezmon Briscoe,https://www.pro-football-reference.com/players/B/BrisDe00.htm,2010,191,1,3,0,NaN,NaN
Danny Batten,https://www.pro-football-reference.com/players/B/BattDa99.htm,2010,192,NaN,2,NaN,NaN,NaN
James Starks,https://www.pro-football-reference.com/players/S/StarJa00.htm,2010,193,1,8,2,4,5
Ramon Harewood,https://www.pro-football-reference.com/players/H/HareRa00.htm,2010,194,NaN,NaN,2,NaN,NaN
Antonio Brown,https://www.pro-football-reference.com/players/B/BrowAn04.htm,2010,195,2,10,6,14,16
Jamar Wall,https://www.pro-football-reference.com/players/W/WallJa99.htm,2010,196,0,NaN,NaN,NaN,NaN
Trindon Holliday,https://www.pro-football-reference.com/players/H/HollTr00.htm,2010,197,NaN,0,1.333333333,2,0
David Gettis,https://www.pro-football-reference.com/players/G/GettDa00.htm,2010,198,3,NaN,0,NaN,NaN
Joe Webb,https://www.pro-football-reference.com/players/W/WebbJo00.htm,2010,199,2,2,0,0,0
Jorrick Calvin,https://www.pro-football-reference.com/players/C/CalvJo99.htm,2010,201,1,NaN,NaN,NaN,NaN
Jordan Pugh,https://www.pro-football-reference.com/players/P/PughJo99.htm,2010,202,2,1,1,0,NaN
Tony Pike,https://www.pro-football-reference.com/players/P/PikeTo00.htm,2010,204,0,NaN,NaN,NaN,NaN
Ted Larsen,https://www.pro-football-reference.com/players/L/LarsTe20.htm,2010,205,6,2,7,2,7
Kyle Williams,https://www.pro-football-reference.com/players/W/WillKy01.htm,2010,206,0,3,2,0.666666667,NaN
Thomas Welch,https://www.pro-football-reference.com/players/W/WelcTh20.htm,2010,208,NaN,1,0,1,NaN
Levi Brown,https://www.pro-football-reference.com/players/B/BrowLe00.htm,2010,209,0,NaN,NaN,NaN,NaN
Cody Grimm,https://www.pro-football-reference.com/players/G/GrimCo99.htm,2010,210,4,1,0,NaN,NaN
Marquis Johnson,https://www.pro-football-reference.com/players/J/JohnMa99.htm,2010,211,0,0,NaN,NaN,NaN
Willie Young,https://www.pro-football-reference.com/players/Y/YounWi99.htm,2010,213,0,1,1,8,4
Mickey Shuler,https://www.pro-football-reference.com/players/S/ShulMi01.htm,2010,214,0,NaN,NaN,NaN,0
Jeremy Ware,https://www.pro-football-reference.com/players/W/WareJe99.htm,2010,215,1,NaN,NaN,NaN,NaN
Dekoda Watson,https://www.pro-football-reference.com/players/W/WatsDe99.htm,2010,217,2,2,2,3,0.666666667
J'Marcus Webb,https://www.pro-football-reference.com/players/W/WebbJM20.htm,2010,218,5,6,7,1,0
Terrence Austin,https://www.pro-football-reference.com/players/A/AustTe00.htm,2010,219,0,1,NaN,NaN,NaN
Jamar Chaney,https://www.pro-football-reference.com/players/C/ChanJa98.htm,2010,220,2,8,2,0,1
Matt Dodge,https://www.pro-football-reference.com/players/D/DodgMa99.htm,2010,221,2,NaN,NaN,NaN,NaN
Marc Mariani,https://www.pro-football-reference.com/players/M/MariMa00.htm,2010,222,2,1,NaN,NaN,0
R.J. Stanford,https://www.pro-football-reference.com/players/S/StanR.00.htm,2010,223,NaN,1,1,1,1
Phillip Adams,https://www.pro-football-reference.com/players/A/AdamPh00.htm,2010,224,1,0.666666667,2,2,2
Syd'Quan Thompson,https://www.pro-football-reference.com/players/T/ThomSy99.htm,2010,225,1,NaN,NaN,NaN,NaN
George Selvie,https://www.pro-football-reference.com/players/S/SelvGe99.htm,2010,226,2,0.666666667,1,6,6
Dorin Dickerson,https://www.pro-football-reference.com/players/D/DickDo00.htm,2010,227,0,NaN,1,0,NaN
Reggie Stephens,https://www.pro-football-reference.com/players/S/StepRe22.htm,2010,228,NaN,NaN,NaN,NaN,NaN
Erik Cook,https://www.pro-football-reference.com/players/C/CookEr00.htm,2010,229,NaN,1,NaN,NaN,NaN
C.J. Wilson,https://www.pro-football-reference.com/players/W/WilsC.98.htm,2010,230,2,2,3,1,4
Selvish Capers,https://www.pro-football-reference.com/players/C/CapeSe20.htm,2010,231,NaN,NaN,0,NaN,NaN
Jammie Kirlew,https://www.pro-football-reference.com/players/K/KirlJa99.htm,2010,232,NaN,0,NaN,NaN,NaN
Jim Dray,https://www.pro-football-reference.com/players/D/DrayJi00.htm,2010,233,0,0,0,2,1
Sean Lissemore,https://www.pro-football-reference.com/players/L/LissSe99.htm,2010,234,0,2,3,3,4
Dedrick Epps,https://www.pro-football-reference.com/players/E/EppsDe00.htm,2010,235,0,NaN,0,NaN,NaN
Dexter Davis,https://www.pro-football-reference.com/players/D/DaviDe99.htm,2010,236,1,0,NaN,NaN,NaN
Ryan D'Imperio,https://www.pro-football-reference.com/players/D/DImpRy00.htm,2010,237,NaN,0,NaN,NaN,NaN
Ricardo Mathews,https://www.pro-football-reference.com/players/M/MathRi99.htm,2010,238,0,1,3,2,2
Sean Canfield,https://www.pro-football-reference.com/players/C/CanfSe00.htm,2010,239,NaN,NaN,NaN,NaN,NaN
Kavell Conner,https://www.pro-football-reference.com/players/C/ConnKa99.htm,2010,240,4,6,5,1,4
Doug Worthington,https://www.pro-football-reference.com/players/W/WortDo99.htm,2010,242,NaN,NaN,0,NaN,NaN
Jeff Owens,https://www.pro-football-reference.com/players/O/OwenJe20.htm,2010,243,0,NaN,NaN,NaN,NaN
Kurt Coleman,https://www.pro-football-reference.com/players/C/ColeKu99.htm,2010,244,2,6,5,1,3
Jameson Konz,https://www.pro-football-reference.com/players/K/KonzJa00.htm,2010,245,NaN,0,NaN,NaN,NaN
Brandon Deaderick,https://www.pro-football-reference.com/players/D/DeadBr99.htm,2010,247,2,3,3,1,1
Robert McClain,https://www.pro-football-reference.com/players/M/McClRo98.htm,2010,249,1,NaN,3,3,3
Zac Robinson,https://www.pro-football-reference.com/players/R/RobiZa00.htm,2010,250,NaN,NaN,NaN,NaN,NaN
Stevie Brown,https://www.pro-football-reference.com/players/B/BrowSt99.htm,2010,251,1,0,6,NaN,3
Austin Spitler,https://www.pro-football-reference.com/players/S/SpitAu99.htm,2010,252,1,2,1,1,NaN
Erik Lorig,https://www.pro-football-reference.com/players/L/LoriEr99.htm,2010,253,1,0,1,0,0
Josh Hull,https://www.pro-football-reference.com/players/H/HullJo99.htm,2010,254,0,1,1,1,NaN
Tim Toone,https://www.pro-football-reference.com/players/T/ToonTi00.htm,2010,255,NaN,NaN,NaN,NaN,NaN
