name,url,year_drafted,pick,year_1_av,year_2_av,year_3_av,year_4_av,year_5_av
Travon Walker,https://www.pro-football-reference.com/players/W/WalkTr03.htm,2022,1,6,8,NaN,NaN,NaN
Aidan Hutchinson,https://www.pro-football-reference.com/players/H/HutcAi00.htm,2022,2,8,10,NaN,NaN,NaN
Derek Stingley Jr.,https://www.pro-football-reference.com/players/S/StinDe00.htm,2022,3,3,5,NaN,NaN,NaN
Sauce Gardner,https://www.pro-football-reference.com/players/G/GardSa00.htm,2022,4,14,13,NaN,NaN,NaN
Kayvon Thibodeaux,https://www.pro-football-reference.com/players/T/ThibKa00.htm,2022,5,7,9,NaN,NaN,NaN
Ikem Ekwonu,https://www.pro-football-reference.com/players/E/EkwoIk00.htm,2022,6,7,6,NaN,NaN,NaN
Evan Neal,https://www.pro-football-reference.com/players/N/NealEv00.htm,2022,7,6,2,NaN,NaN,NaN
Drake London,https://www.pro-football-reference.com/players/L/LondDr00.htm,2022,8,9,7,NaN,NaN,NaN
Charles Cross,https://www.pro-football-reference.com/players/C/CrosCh00.htm,2022,9,9,7,NaN,NaN,NaN
Garrett Wilson,https://www.pro-football-reference.com/players/W/WilsGa00.htm,2022,10,8,7,NaN,NaN,NaN
Chris Olave,https://www.pro-football-reference.com/players/O/OlavCh00.htm,2022,11,8,10,NaN,NaN,NaN
Jameson Williams,https://www.pro-football-reference.com/players/W/WillJa11.htm,2022,12,1,4,NaN,NaN,NaN
Jordan Davis,https://www.pro-football-reference.com/players/D/DaviJo03.htm,2022,13,3,6,NaN,NaN,NaN
Kyle Hamilton,https://www.pro-football-reference.com/players/H/HamiKy00.htm,2022,14,2,13,NaN,NaN,NaN
Kenyon Green,https://www.pro-football-reference.com/players/G/GreeKe03.htm,2022,15,5,NaN,NaN,NaN,NaN
Jahan Dotson,https://www.pro-football-reference.com/players/D/DotsJa00.htm,2022,16,4,4,NaN,NaN,NaN
Zion Johnson,https://www.pro-football-reference.com/players/J/JohnZi00.htm,2022,17,8,6,NaN,NaN,NaN
Treylon Burks,https://www.pro-football-reference.com/players/B/BurkTr00.htm,2022,18,4,2,NaN,NaN,NaN
Trevor Penning,https://www.pro-football-reference.com/players/P/PennTr00.htm,2022,19,1,3,NaN,NaN,NaN
Kenny Pickett,https://www.pro-football-reference.com/players/P/PickKe00.htm,2022,20,7,6,NaN,NaN,NaN
Trent McDuffie,https://www.pro-football-reference.com/players/M/McDuTr00.htm,2022,21,3,15,NaN,NaN,NaN
Quay Walker,https://www.pro-football-reference.com/players/W/WalkQu00.htm,2022,22,7,6,NaN,NaN,NaN
Kaiir Elam,https://www.pro-football-reference.com/players/E/ElamKa00.htm,2022,23,3,1,NaN,NaN,NaN
Tyler Smith,https://www.pro-football-reference.com/players/S/SmitTy02.htm,2022,24,8,11,NaN,NaN,NaN
Tyler Linderbaum,https://www.pro-football-reference.com/players/L/LindTy00.htm,2022,25,7,9,NaN,NaN,NaN
Jermaine Johnson II,https://www.pro-football-reference.com/players/J/JohnJe07.htm,2022,26,1,12,NaN,NaN,NaN
Devin Lloyd,https://www.pro-football-reference.com/players/L/LloyDe00.htm,2022,27,8,7,NaN,NaN,NaN
Devonte Wyatt,https://www.pro-football-reference.com/players/W/WyatDe00.htm,2022,28,1,3,NaN,NaN,NaN
Cole Strange,https://www.pro-football-reference.com/players/S/StraCo01.htm,2022,29,7,3,NaN,NaN,NaN
George Karlaftis III,https://www.pro-football-reference.com/players/K/KarlGe00.htm,2022,30,7,8,NaN,NaN,NaN
Daxton Hill,https://www.pro-football-reference.com/players/H/HillDa04.htm,2022,31,2,6,NaN,NaN,NaN
Lewis Cine,https://www.pro-football-reference.com/players/C/CineLe00.htm,2022,32,0,0,NaN,NaN,NaN
Logan Hall,https://www.pro-football-reference.com/players/H/HallLo00.htm,2022,33,2,6,NaN,NaN,NaN
Christian Watson,https://www.pro-football-reference.com/players/W/WatsCh00.htm,2022,34,7,4,NaN,NaN,NaN
Roger McCreary,https://www.pro-football-reference.com/players/M/McCrRo01.htm,2022,35,6,4,NaN,NaN,NaN
Breece Hall,https://www.pro-football-reference.com/players/H/HallBr03.htm,2022,36,4,8,NaN,NaN,NaN
Jalen Pitre,https://www.pro-football-reference.com/players/P/PitrJa00.htm,2022,37,7,6,NaN,NaN,NaN
Arnold Ebiketie,https://www.pro-football-reference.com/players/E/EbikAr00.htm,2022,38,2,4,NaN,NaN,NaN
Kyler Gordon,https://www.pro-football-reference.com/players/G/GordKy00.htm,2022,39,4,3,NaN,NaN,NaN
Boye Mafe,https://www.pro-football-reference.com/players/M/MafeBo00.htm,2022,40,2,6,NaN,NaN,NaN
Kenneth Walker III,https://www.pro-football-reference.com/players/W/WalkKe00.htm,2022,41,8,8,NaN,NaN,NaN
Andrew Booth,https://www.pro-football-reference.com/players/B/BootAn00.htm,2022,42,1,1,NaN,NaN,NaN
Wan'Dale Robinson,https://www.pro-football-reference.com/players/R/RobiWa01.htm,2022,43,2,4,NaN,NaN,NaN
John Metchie,https://www.pro-football-reference.com/players/M/MetcJo00.htm,2022,44,NaN,1,NaN,NaN,NaN
David Ojabo,https://www.pro-football-reference.com/players/O/OjabDa00.htm,2022,45,0,1,NaN,NaN,NaN
Josh Paschal,https://www.pro-football-reference.com/players/P/PascJo00.htm,2022,46,2,2,NaN,NaN,NaN
Phidarian Mathis,https://www.pro-football-reference.com/players/M/MathPh00.htm,2022,47,0,1,NaN,NaN,NaN
Jaquan Brisker,https://www.pro-football-reference.com/players/B/BrisJa01.htm,2022,48,4,5,NaN,NaN,NaN
Alontae Taylor,https://www.pro-football-reference.com/players/T/TaylAl01.htm,2022,49,3,6,NaN,NaN,NaN
Tyquan Thornton,https://www.pro-football-reference.com/players/T/ThorTy00.htm,2022,50,2,1,NaN,NaN,NaN
Cam Jurgens,https://www.pro-football-reference.com/players/J/JurgCa01.htm,2022,51,1,4,NaN,NaN,NaN
George Pickens,https://www.pro-football-reference.com/players/P/PickGe00.htm,2022,52,7,10,NaN,NaN,NaN
Alec Pierce,https://www.pro-football-reference.com/players/P/PierAl00.htm,2022,53,4,5,NaN,NaN,NaN
Skyy Moore,https://www.pro-football-reference.com/players/M/MoorSk01.htm,2022,54,2,2,NaN,NaN,NaN
Trey McBride,https://www.pro-football-reference.com/players/M/McBrTr01.htm,2022,55,2,8,NaN,NaN,NaN
Sam Williams,https://www.pro-football-reference.com/players/W/WillSa00.htm,2022,56,2,2,NaN,NaN,NaN
Luke Goedeke,https://www.pro-football-reference.com/players/G/GoedLu00.htm,2022,57,3,8,NaN,NaN,NaN
Troy Andersen,https://www.pro-football-reference.com/players/A/AndeTr00.htm,2022,58,3,1,NaN,NaN,NaN
Ed Ingram,https://www.pro-football-reference.com/players/I/IngrEd00.htm,2022,59,7,6,NaN,NaN,NaN
Cam Taylor-Britt,https://www.pro-football-reference.com/players/T/TaylCa01.htm,2022,60,4,5,NaN,NaN,NaN
Drake Jackson,https://www.pro-football-reference.com/players/J/JackDr01.htm,2022,61,2,1,NaN,NaN,NaN
Bryan Cook,https://www.pro-football-reference.com/players/C/CookBr02.htm,2022,62,1,5,NaN,NaN,NaN
James Cook,https://www.pro-football-reference.com/players/C/CookJa01.htm,2022,63,5,13,NaN,NaN,NaN
Nik Bonitto,https://www.pro-football-reference.com/players/B/BoniNi00.htm,2022,64,2,3,NaN,NaN,NaN
Luke Fortner,https://www.pro-football-reference.com/players/F/FortLu01.htm,2022,65,8,8,NaN,NaN,NaN
Brian Asamoah,https://www.pro-football-reference.com/players/A/AsamBr00.htm,2022,66,1,1,NaN,NaN,NaN
Joshua Ezeudu,https://www.pro-football-reference.com/players/E/EzeuJo00.htm,2022,67,1,2,NaN,NaN,NaN
Martin Emerson,https://www.pro-football-reference.com/players/E/EmerMa00.htm,2022,68,2,6,NaN,NaN,NaN
Nicholas Petit-Frere,https://www.pro-football-reference.com/players/P/PetiNi00.htm,2022,69,6,1,NaN,NaN,NaN
Chad Muma,https://www.pro-football-reference.com/players/M/MumaCh00.htm,2022,70,2,2,NaN,NaN,NaN
Velus Jones Jr.,https://www.pro-football-reference.com/players/J/JoneVe00.htm,2022,71,2,1,NaN,NaN,NaN
Abraham Lucas,https://www.pro-football-reference.com/players/L/LucaAb00.htm,2022,72,9,3,NaN,NaN,NaN
Jelani Woods,https://www.pro-football-reference.com/players/W/WoodJe01.htm,2022,73,2,NaN,NaN,NaN,NaN
Desmond Ridder,https://www.pro-football-reference.com/players/R/RiddDe00.htm,2022,74,3,9,NaN,NaN,NaN
Christian Harris,https://www.pro-football-reference.com/players/H/HarrCh06.htm,2022,75,6,6,NaN,NaN,NaN
Travis Jones,https://www.pro-football-reference.com/players/J/JoneTr00.htm,2022,76,2,1,NaN,NaN,NaN
Bernhard Raimann,https://www.pro-football-reference.com/players/R/RaimBe00.htm,2022,77,5,7,NaN,NaN,NaN
Alex Wright,https://www.pro-football-reference.com/players/W/WrigAl01.htm,2022,78,3,3,NaN,NaN,NaN
JT Woods,https://www.pro-football-reference.com/players/W/WoodJT00.htm,2022,79,1,0,NaN,NaN,NaN
Greg Dulcich,https://www.pro-football-reference.com/players/D/DulcGr00.htm,2022,80,3,0,NaN,NaN,NaN
Cordale Flott,https://www.pro-football-reference.com/players/F/FlotCo00.htm,2022,81,2,3,NaN,NaN,NaN
DeAngelo Malone,https://www.pro-football-reference.com/players/M/MaloDe00.htm,2022,82,1,1,NaN,NaN,NaN
Nakobe Dean,https://www.pro-football-reference.com/players/D/DeanNa00.htm,2022,83,1,1,NaN,NaN,NaN
DeMarvin Leal,https://www.pro-football-reference.com/players/L/LealDe00.htm,2022,84,2,2,NaN,NaN,NaN
Marcus Jones,https://www.pro-football-reference.com/players/J/JoneMa06.htm,2022,85,10,1,NaN,NaN,NaN
Malik Willis,https://www.pro-football-reference.com/players/W/WillMa12.htm,2022,86,1,0,NaN,NaN,NaN
Cameron Thomas,https://www.pro-football-reference.com/players/T/ThomCa03.htm,2022,87,1,2,NaN,NaN,NaN
Jalen Tolbert,https://www.pro-football-reference.com/players/T/TolbJa00.htm,2022,88,0,3,NaN,NaN,NaN
Terrel Bernard,https://www.pro-football-reference.com/players/B/BernTe00.htm,2022,89,2,11,NaN,NaN,NaN
Dylan Parham,https://www.pro-football-reference.com/players/P/ParhDy00.htm,2022,90,7,6,NaN,NaN,NaN
Rachaad White,https://www.pro-football-reference.com/players/W/WhitRa01.htm,2022,91,4,10,NaN,NaN,NaN
Sean Rhyan,https://www.pro-football-reference.com/players/R/RhyaSe00.htm,2022,92,0,1,NaN,NaN,NaN
Tyrion Davis-Price,https://www.pro-football-reference.com/players/D/DaviTy03.htm,2022,93,1,0,NaN,NaN,NaN
Matt Corral,https://www.pro-football-reference.com/players/C/CorrMa00.htm,2022,94,NaN,NaN,NaN,NaN,NaN
Zachary Carter,https://www.pro-football-reference.com/players/C/CartZa00.htm,2022,95,5,3,NaN,NaN,NaN
Nick Cross,https://www.pro-football-reference.com/players/C/CrosNi00.htm,2022,96,2,2,NaN,NaN,NaN
Kerby Joseph,https://www.pro-football-reference.com/players/J/JoseKe03.htm,2022,97,5,5,NaN,NaN,NaN
Brian Robinson Jr.,https://www.pro-football-reference.com/players/R/RobiBr01.htm,2022,98,3,7,NaN,NaN,NaN
David Bell,https://www.pro-football-reference.com/players/B/BellDa02.htm,2022,99,2,1,NaN,NaN,NaN
Myjai Sanders,https://www.pro-football-reference.com/players/S/SandMy00.htm,2022,100,2,1,NaN,NaN,NaN
